"county","positive","negative","recovered","total_deaths","number_tested","current_infections","date","population"
"Jackson",48,1577,40,1,1625,7,2020-07-24,17225
"Jefferson",1133,10843,851,33,11976,249,2020-07-24,70424
"Johnson",554,2534,456,0,3088,98,2020-07-24,26291
"Lafayette",43,484,29,2,527,12,2020-07-24,6915
"Lawrence",152,1961,111,9,2113,32,2020-07-24,16669
"Lee",869,2586,820,6,3455,43,2020-07-24,9398
"Lincoln",1141,2361,1028,11,3502,102,2020-07-24,13695
"Little River",77,1028,50,1,1105,26,2020-07-24,12417
"Logan",118,2801,88,0,2919,30,2020-07-24,21757
"Lonoke",324,6461,229,2,6785,93,2020-07-24,72206
"Madison",242,2246,223,1,2488,18,2020-07-24,16078
"Marion",18,1142,13,0,1160,5,2020-07-24,16438
"Miller",385,3362,312,2,3747,71,2020-07-24,43759
"Mississippi",523,5182,375,7,5705,141,2020-07-24,42831
"Monroe",38,1025,27,0,1063,11,2020-07-24,7249
"Montgomery",19,770,13,0,789,6,2020-07-24,8993
"Nevada",119,1417,87,8,1536,24,2020-07-24,8440
"Newton",73,676,12,0,749,61,2020-07-24,7848
"Ouachita",59,2412,43,1,2471,15,2020-07-24,24106
"Perry",41,1236,36,0,1277,5,2020-07-24,10322
"Phillips",230,3200,174,6,3430,50,2020-07-24,19034
"Pike",49,2346,31,0,2395,18,2020-07-24,10808
"Poinsett",112,2169,82,3,2281,27,2020-07-24,24054
"Polk",111,1877,96,0,1988,15,2020-07-24,20163
"Pope",1004,8395,770,5,9399,229,2020-07-24,63644
"Prairie",56,817,38,0,873,18,2020-07-24,8244
"Pulaski",4183,52494,3134,71,56677,978,2020-07-24,393463
"Randolph",133,2378,78,2,2511,53,2020-07-24,17603
"Saline",701,12625,542,3,13326,156,2020-07-24,118009
"Scott",26,795,19,0,821,7,2020-07-24,10442
"Searcy",22,980,18,0,1002,4,2020-07-24,7923
"Sebastian",1318,16357,916,13,17675,389,2020-07-24,127461
"Sevier",893,4050,823,9,4943,61,2020-07-24,17193
"Sharp",89,1393,64,5,1482,20,2020-07-24,17043
"St. Francis",998,5312,922,3,6310,73,2020-07-24,26294
"Stone",40,1475,27,1,1515,12,2020-07-24,12446
"Union",350,3696,276,15,4046,59,2020-07-24,39732
"Van Buren",42,1374,36,2,1416,4,2020-07-24,16684
"Washington",5536,20064,4884,40,25600,612,2020-07-24,228529
"White",189,5185,152,2,5374,35,2020-07-24,78804
"Woodruff",17,898,15,0,915,2,2020-07-24,6660
"Yell",944,3360,831,14,4304,99,2020-07-24,21757
"Arkansas",157,2081,73,1,2238,83,2020-07-23,18124
"Ashley",153,2106,102,4,2259,47,2020-07-23,20537
"Baxter",49,2911,37,0,2960,12,2020-07-23,41219
"Benton",4068,45326,3595,30,49394,443,2020-07-23,258980
"Boone",92,3252,56,1,3344,35,2020-07-23,37288
"Bradley",106,1503,75,2,1609,29,2020-07-23,10948
"Calhoun",8,449,5,0,457,3,2020-07-23,5202
"Carroll",304,3545,232,6,3849,66,2020-07-23,27887
"Chicot",282,1807,206,3,2089,73,2020-07-23,10826
"Clark",120,2320,88,0,2440,32,2020-07-23,22385
"Clay",101,1975,78,4,2076,19,2020-07-23,15061
"Cleburne",165,2774,137,5,2939,23,2020-07-23,25230
"Cleveland",50,957,38,0,1007,12,2020-07-23,8226
"Columbia",152,2060,113,5,2212,34,2020-07-23,23892
"Conway",118,2434,93,3,2552,22,2020-07-23,20906
"Craighead",873,13876,672,8,14749,193,2020-07-23,105701
"Crawford",393,6403,289,3,6796,101,2020-07-23,62472
"Crittenden",1044,7124,881,15,8168,148,2020-07-23,49013
"Cross",131,1787,101,1,1918,29,2020-07-23,16998
"Dallas",24,682,12,0,706,12,2020-07-23,7432
"Desha",123,1426,77,1,1549,45,2020-07-23,11887
"Drew",124,2347,87,2,2471,35,2020-07-23,18502
"Faulkner",996,14229,808,4,15225,184,2020-07-23,122416
"Franklin",61,2057,34,1,2118,26,2020-07-23,17780
"Fulton",22,1131,19,0,1153,3,2020-07-23,12139
"Garland",581,10671,376,5,11252,200,2020-07-23,98298
"Grant",95,1736,71,0,1831,24,2020-07-23,18086
"Greene",208,5192,156,0,5400,52,2020-07-23,44623
"Hempstead",150,2276,94,2,2426,54,2020-07-23,22018
"Hot Spring",1372,4616,800,2,5988,570,2020-07-23,33520
"Howard",217,2033,146,1,2250,70,2020-07-23,13389
"Independence",152,3779,85,0,3931,67,2020-07-23,37264
"Izard",30,1186,25,1,1216,4,2020-07-23,13559
"Jackson",47,1568,38,1,1615,8,2020-07-23,17225
"Jefferson",1094,10753,840,32,11847,222,2020-07-23,70424
"Johnson",540,2392,446,0,2932,94,2020-07-23,26291
"Lafayette",42,483,29,2,525,11,2020-07-23,6915
"Lawrence",150,1946,106,9,2096,35,2020-07-23,16669
"Lee",868,2574,820,6,3442,42,2020-07-23,9398
"Lincoln",1138,2348,1027,11,3486,100,2020-07-23,13695
"Little River",75,1019,48,1,1094,26,2020-07-23,12417
"Logan",117,2772,86,0,2889,31,2020-07-23,21757
"Lonoke",291,6224,213,2,6515,76,2020-07-23,72206
"Madison",238,2203,220,1,2441,17,2020-07-23,16078
"Marion",18,1137,13,0,1155,5,2020-07-23,16438
"Miller",379,3344,297,2,3723,80,2020-07-23,43759
"Mississippi",511,5142,360,7,5653,144,2020-07-23,42831
"Monroe",37,1010,25,0,1047,12,2020-07-23,7249
"Montgomery",18,765,12,0,783,6,2020-07-23,8993
"Nevada",117,1412,86,8,1529,23,2020-07-23,8440
"Newton",18,654,11,0,672,7,2020-07-23,7848
"Ouachita",61,2396,39,1,2457,21,2020-07-23,24106
"Perry",41,1218,34,0,1259,7,2020-07-23,10322
"Phillips",226,3188,170,6,3414,50,2020-07-23,19034
"Pike",49,2333,29,0,2382,20,2020-07-23,10808
"Poinsett",111,2127,81,3,2238,27,2020-07-23,24054
"Polk",109,1861,95,0,1970,14,2020-07-23,20163
"Pope",966,8184,746,5,9150,215,2020-07-23,63644
"Prairie",53,802,35,0,855,18,2020-07-23,8244
"Pulaski",4044,50965,3039,70,55009,935,2020-07-23,393463
"Randolph",121,2367,75,2,2488,44,2020-07-23,17603
"Saline",667,12304,511,3,12971,153,2020-07-23,118009
"Scott",26,783,19,0,809,7,2020-07-23,10442
"Searcy",21,977,18,0,998,3,2020-07-23,7923
"Sebastian",1278,16230,887,13,17508,378,2020-07-23,127461
"Sevier",893,4030,816,9,4923,68,2020-07-23,17193
"Sharp",86,1381,64,5,1467,17,2020-07-23,17043
"St. Francis",981,5206,915,3,6187,63,2020-07-23,26294
"Stone",39,1463,25,1,1502,13,2020-07-23,12446
"Union",345,3667,270,15,4012,60,2020-07-23,39732
"Van Buren",41,1365,36,2,1406,3,2020-07-23,16684
"Washington",5451,19680,4794,40,25131,617,2020-07-23,228529
"White",185,5092,146,2,5277,37,2020-07-23,78804
"Woodruff",17,892,14,0,909,3,2020-07-23,6660
"Yell",942,3321,818,14,4263,110,2020-07-23,21757
"Arkansas",146,2060,67,1,2206,78,2020-07-22,18124
"Ashley",142,2042,97,4,2184,41,2020-07-22,20537
"Baxter",48,2860,34,0,2908,14,2020-07-22,41219
"Benton",3985,44465,3513,29,48450,443,2020-07-22,258980
"Boone",83,3170,50,1,3253,32,2020-07-22,37288
"Bradley",104,1487,69,2,1591,33,2020-07-22,10948
"Calhoun",8,448,5,0,456,3,2020-07-22,5202
"Carroll",294,3469,224,6,3763,64,2020-07-22,27887
"Chicot",266,1753,201,3,2019,62,2020-07-22,10826
"Clark",107,2294,85,0,2401,22,2020-07-22,22385
"Clay",94,1929,74,4,2023,16,2020-07-22,15061
"Cleburne",160,2746,133,5,2906,22,2020-07-22,25230
"Cleveland",49,947,37,0,996,12,2020-07-22,8226
"Columbia",147,2026,105,5,2173,37,2020-07-22,23892
"Conway",117,2359,90,3,2476,24,2020-07-22,20906
"Craighead",828,13558,637,8,14386,183,2020-07-22,105701
"Crawford",379,6250,276,3,6629,100,2020-07-22,62472
"Crittenden",994,6940,858,15,7934,121,2020-07-22,49013
"Cross",124,1765,98,1,1889,25,2020-07-22,16998
"Dallas",22,674,12,0,696,10,2020-07-22,7432
"Desha",117,1393,74,1,1510,42,2020-07-22,11887
"Drew",117,2260,82,2,2377,33,2020-07-22,18502
"Faulkner",970,13930,788,4,14900,178,2020-07-22,122416
"Franklin",60,2005,30,1,2065,29,2020-07-22,17780
"Fulton",21,1114,18,0,1135,3,2020-07-22,12139
"Garland",549,10434,355,5,10983,189,2020-07-22,98298
"Grant",94,1713,66,0,1807,28,2020-07-22,18086
"Greene",191,4980,152,0,5171,39,2020-07-22,44623
"Hempstead",145,2235,88,2,2380,55,2020-07-22,22018
"Hot Spring",1367,4555,749,2,5922,616,2020-07-22,33520
"Howard",209,2009,139,1,2218,69,2020-07-22,13389
"Independence",126,3682,77,0,3808,49,2020-07-22,37264
"Izard",29,1169,24,1,1198,4,2020-07-22,13559
"Jackson",47,1546,38,1,1593,8,2020-07-22,17225
"Jefferson",1069,10612,820,32,11681,217,2020-07-22,70424
"Johnson",515,2314,427,0,2829,88,2020-07-22,26291
"Lafayette",41,474,28,2,515,11,2020-07-22,6915
"Lawrence",148,1923,104,9,2071,35,2020-07-22,16669
"Lee",867,2557,814,6,3424,47,2020-07-22,9398
"Lincoln",1132,2316,1026,11,3448,95,2020-07-22,13695
"Little River",72,1013,48,1,1085,23,2020-07-22,12417
"Logan",112,2708,80,0,2820,32,2020-07-22,21757
"Lonoke",276,6150,206,2,6426,68,2020-07-22,72206
"Madison",238,2176,219,1,2414,18,2020-07-22,16078
"Marion",17,1121,12,0,1138,5,2020-07-22,16438
"Miller",368,3315,285,2,3683,81,2020-07-22,43759
"Mississippi",489,5016,339,7,5505,143,2020-07-22,42831
"Monroe",36,1004,25,0,1040,11,2020-07-22,7249
"Montgomery",16,759,12,0,775,4,2020-07-22,8993
"Nevada",117,1399,85,8,1516,24,2020-07-22,8440
"Newton",18,642,10,0,660,8,2020-07-22,7848
"Ouachita",55,2341,35,1,2396,19,2020-07-22,24106
"Perry",39,1183,34,0,1222,5,2020-07-22,10322
"Phillips",219,3120,166,6,3339,47,2020-07-22,19034
"Pike",43,2267,28,0,2310,15,2020-07-22,10808
"Poinsett",109,2079,77,3,2188,29,2020-07-22,24054
"Polk",106,1851,93,0,1957,13,2020-07-22,20163
"Pope",937,7948,721,5,8885,211,2020-07-22,63644
"Prairie",52,786,33,0,838,19,2020-07-22,8244
"Pulaski",3923,50183,2923,69,54106,931,2020-07-22,393463
"Randolph",115,2347,72,2,2462,41,2020-07-22,17603
"Saline",637,12090,486,3,12727,148,2020-07-22,118009
"Scott",21,760,17,0,781,4,2020-07-22,10442
"Searcy",20,951,18,0,971,2,2020-07-22,7923
"Sebastian",1214,15786,839,11,17000,364,2020-07-22,127461
"Sevier",880,4015,805,9,4895,66,2020-07-22,17193
"Sharp",83,1347,62,5,1430,16,2020-07-22,17043
"St. Francis",968,5065,910,3,6033,55,2020-07-22,26294
"Stone",37,1449,21,1,1486,15,2020-07-22,12446
"Union",335,3639,260,14,3974,61,2020-07-22,39732
"Van Buren",40,1347,36,2,1387,2,2020-07-22,16684
"Washington",5350,19302,4671,39,24652,640,2020-07-22,228529
"White",182,5018,141,2,5200,39,2020-07-22,78804
"Woodruff",17,886,15,0,903,2,2020-07-22,6660
"Yell",928,3279,801,14,4207,113,2020-07-22,21757
"Arkansas",144,2038,58,1,2182,85,2020-07-21,18124
"Ashley",138,1993,93,4,2131,41,2020-07-21,20537
"Baxter",46,2855,34,0,2901,12,2020-07-21,41219
"Benton",3939,44198,3440,28,48137,471,2020-07-21,258980
"Boone",81,3161,45,1,3242,35,2020-07-21,37288
"Bradley",103,1479,67,2,1582,34,2020-07-21,10948
"Calhoun",7,446,5,0,453,2,2020-07-21,5202
"Carroll",291,3458,219,6,3749,66,2020-07-21,27887
"Chicot",264,1749,190,3,2013,71,2020-07-21,10826
"Clark",105,2283,80,0,2388,25,2020-07-21,22385
"Clay",92,1905,74,3,1997,15,2020-07-21,15061
"Cleburne",159,2710,129,5,2869,25,2020-07-21,25230
"Cleveland",46,940,35,0,986,11,2020-07-21,8226
"Columbia",141,2013,102,5,2154,34,2020-07-21,23892
"Conway",115,2302,88,3,2417,24,2020-07-21,20906
"Craighead",795,13230,616,8,14025,171,2020-07-21,105701
"Crawford",370,6173,263,3,6543,104,2020-07-21,62472
"Crittenden",972,6841,844,15,7813,113,2020-07-21,49013
"Cross",121,1742,99,1,1863,21,2020-07-21,16998
"Dallas",21,670,12,0,691,9,2020-07-21,7432
"Desha",116,1386,73,1,1502,42,2020-07-21,11887
"Drew",116,2251,82,2,2367,32,2020-07-21,18502
"Faulkner",940,13455,740,4,14395,196,2020-07-21,122416
"Franklin",59,1965,30,1,2024,28,2020-07-21,17780
"Fulton",21,1112,18,0,1133,3,2020-07-21,12139
"Garland",519,10238,341,5,10757,173,2020-07-21,98298
"Grant",90,1698,63,0,1788,27,2020-07-21,18086
"Greene",185,4893,152,0,5078,33,2020-07-21,44623
"Hempstead",134,2209,82,2,2343,50,2020-07-21,22018
"Hot Spring",1362,4521,745,2,5883,615,2020-07-21,33520
"Howard",196,1975,136,1,2171,59,2020-07-21,13389
"Independence",125,3666,74,0,3791,51,2020-07-21,37264
"Izard",29,1166,24,1,1195,4,2020-07-21,13559
"Jackson",47,1536,38,0,1583,9,2020-07-21,17225
"Jefferson",1063,10552,797,32,11615,234,2020-07-21,70424
"Johnson",506,2134,409,0,2640,97,2020-07-21,26291
"Lafayette",38,469,26,2,507,10,2020-07-21,6915
"Lawrence",144,1905,100,9,2049,35,2020-07-21,16669
"Lee",866,2554,812,6,3420,48,2020-07-21,9398
"Lincoln",1132,2310,1024,11,3442,97,2020-07-21,13695
"Little River",67,1001,48,1,1068,18,2020-07-21,12417
"Logan",112,2657,80,0,2769,32,2020-07-21,21757
"Lonoke",266,6079,204,2,6345,60,2020-07-21,72206
"Madison",236,2158,215,1,2394,20,2020-07-21,16078
"Marion",16,1109,12,0,1125,4,2020-07-21,16438
"Miller",363,3269,276,2,3632,85,2020-07-21,43759
"Mississippi",475,4891,320,7,5366,148,2020-07-21,42831
"Monroe",35,994,24,0,1029,11,2020-07-21,7249
"Montgomery",15,754,10,0,769,5,2020-07-21,8993
"Nevada",117,1391,86,7,1508,24,2020-07-21,8440
"Newton",17,629,10,0,646,7,2020-07-21,7848
"Ouachita",55,2323,33,1,2378,21,2020-07-21,24106
"Perry",39,1163,34,0,1202,5,2020-07-21,10322
"Phillips",217,3104,159,6,3321,52,2020-07-21,19034
"Pike",39,2242,26,0,2281,13,2020-07-21,10808
"Poinsett",102,2018,70,3,2120,29,2020-07-21,24054
"Polk",106,1837,91,0,1943,15,2020-07-21,20163
"Pope",913,7579,693,5,8492,215,2020-07-21,63644
"Prairie",52,782,32,0,834,20,2020-07-21,8244
"Pulaski",3843,49164,2849,69,53007,925,2020-07-21,393463
"Randolph",106,2321,70,2,2427,34,2020-07-21,17603
"Saline",625,11948,469,3,12573,153,2020-07-21,118009
"Scott",21,755,15,0,776,6,2020-07-21,10442
"Searcy",20,945,17,0,965,3,2020-07-21,7923
"Sebastian",1197,15630,799,10,16827,388,2020-07-21,127461
"Sevier",869,3962,800,9,4831,60,2020-07-21,17193
"Sharp",81,1341,60,5,1422,16,2020-07-21,17043
"St. Francis",964,5027,904,3,5991,57,2020-07-21,26294
"Stone",37,1444,21,1,1481,15,2020-07-21,12446
"Union",333,3619,256,14,3952,63,2020-07-21,39732
"Van Buren",39,1327,36,2,1366,1,2020-07-21,16684
"Washington",5312,19143,4571,39,24455,702,2020-07-21,228529
"White",177,4992,138,2,5169,37,2020-07-21,78804
"Woodruff",17,880,15,0,897,2,2020-07-21,6660
"Yell",927,3088,784,13,4015,130,2020-07-21,21757
"Arkansas",134,1984,52,1,2118,81,2020-07-20,18124
"Ashley",137,1973,91,3,2110,43,2020-07-20,20537
"Baxter",44,2799,33,0,2843,11,2020-07-20,41219
"Benton",3887,43529,3363,27,47416,497,2020-07-20,258980
"Boone",79,3108,42,1,3187,36,2020-07-20,37288
"Bradley",101,1447,63,2,1548,36,2020-07-20,10948
"Calhoun",6,439,3,0,445,3,2020-07-20,5202
"Carroll",286,3412,217,6,3698,63,2020-07-20,27887
"Chicot",260,1746,184,3,2006,73,2020-07-20,10826
"Clark",103,2259,77,0,2362,26,2020-07-20,22385
"Clay",90,1900,72,3,1990,15,2020-07-20,15061
"Cleburne",156,2689,124,5,2845,27,2020-07-20,25230
"Cleveland",43,922,34,0,965,9,2020-07-20,8226
"Columbia",139,1986,95,5,2125,39,2020-07-20,23892
"Conway",114,2255,85,3,2369,26,2020-07-20,20906
"Craighead",739,13099,577,8,13838,154,2020-07-20,105701
"Crawford",360,6045,254,3,6405,103,2020-07-20,62472
"Crittenden",957,6758,825,15,7715,117,2020-07-20,49013
"Cross",117,1719,92,1,1836,24,2020-07-20,16998
"Dallas",21,662,12,0,683,9,2020-07-20,7432
"Desha",110,1372,72,1,1482,37,2020-07-20,11887
"Drew",116,2221,80,2,2337,34,2020-07-20,18502
"Faulkner",926,13194,716,4,14120,206,2020-07-20,122416
"Franklin",44,1854,30,1,1898,13,2020-07-20,17780
"Fulton",20,1107,17,0,1127,3,2020-07-20,12139
"Garland",499,10092,330,5,10591,164,2020-07-20,98298
"Grant",83,1670,61,0,1753,22,2020-07-20,18086
"Greene",175,4877,144,0,5052,31,2020-07-20,44623
"Hempstead",131,2183,80,1,2314,50,2020-07-20,22018
"Hot Spring",1354,4491,605,2,5845,747,2020-07-20,33520
"Howard",178,1921,132,1,2099,45,2020-07-20,13389
"Independence",114,3630,70,0,3744,44,2020-07-20,37264
"Izard",28,1155,22,1,1183,5,2020-07-20,13559
"Jackson",48,1524,36,0,1572,12,2020-07-20,17225
"Jefferson",1029,10384,770,30,11413,229,2020-07-20,70424
"Johnson",500,1999,400,0,2499,100,2020-07-20,26291
"Lafayette",38,453,25,2,491,11,2020-07-20,6915
"Lawrence",142,1890,97,9,2032,36,2020-07-20,16669
"Lee",865,2545,786,5,3410,74,2020-07-20,9398
"Lincoln",1121,2228,1022,11,3349,88,2020-07-20,13695
"Little River",65,993,47,1,1058,17,2020-07-20,12417
"Logan",110,2593,74,0,2703,36,2020-07-20,21757
"Lonoke",261,5996,198,2,6257,61,2020-07-20,72206
"Madison",231,2124,213,1,2355,17,2020-07-20,16078
"Marion",15,1107,12,0,1122,3,2020-07-20,16438
"Miller",360,3229,272,2,3589,86,2020-07-20,43759
"Mississippi",450,4826,297,6,5276,147,2020-07-20,42831
"Monroe",35,979,24,0,1014,11,2020-07-20,7249
"Montgomery",15,747,9,0,762,6,2020-07-20,8993
"Nevada",117,1373,85,6,1490,26,2020-07-20,8440
"Newton",17,615,9,0,632,8,2020-07-20,7848
"Ouachita",52,2288,32,1,2340,19,2020-07-20,24106
"Perry",39,1146,33,0,1185,6,2020-07-20,10322
"Phillips",214,3080,155,6,3294,53,2020-07-20,19034
"Pike",35,2210,20,0,2245,15,2020-07-20,10808
"Poinsett",96,2004,69,3,2100,24,2020-07-20,24054
"Polk",104,1814,88,0,1918,16,2020-07-20,20163
"Pope",875,7371,657,4,8246,214,2020-07-20,63644
"Prairie",49,775,29,0,824,20,2020-07-20,8244
"Pulaski",3717,48033,2751,69,51750,897,2020-07-20,393463
"Randolph",98,2308,67,2,2406,29,2020-07-20,17603
"Saline",594,11790,451,3,12384,140,2020-07-20,118009
"Scott",21,735,15,0,756,6,2020-07-20,10442
"Searcy",20,936,15,0,956,5,2020-07-20,7923
"Sebastian",1166,15406,761,9,16572,396,2020-07-20,127461
"Sevier",861,3939,789,9,4800,63,2020-07-20,17193
"Sharp",81,1333,55,5,1414,21,2020-07-20,17043
"St. Francis",960,4960,901,3,5920,56,2020-07-20,26294
"Stone",32,1437,20,1,1469,11,2020-07-20,12446
"Union",313,3544,252,14,3857,47,2020-07-20,39732
"Van Buren",38,1302,36,2,1340,0,2020-07-20,16684
"Washington",5234,18791,4463,38,24025,733,2020-07-20,228529
"White",169,4942,130,2,5111,37,2020-07-20,78804
"Woodruff",18,867,13,0,885,5,2020-07-20,6660
"Yell",916,2978,768,13,3894,135,2020-07-20,21757
"Arkansas",113,1933,48,1,2046,64,2020-07-19,18124
"Ashley",134,1945,91,3,2079,40,2020-07-19,20537
"Baxter",44,2772,33,0,2816,11,2020-07-19,41219
"Benton",3832,43039,3324,25,46871,483,2020-07-19,258980
"Boone",76,3059,42,1,3135,33,2020-07-19,37288
"Bradley",97,1384,62,2,1481,33,2020-07-19,10948
"Calhoun",5,429,3,0,434,2,2020-07-19,5202
"Carroll",270,3351,213,6,3621,51,2020-07-19,27887
"Chicot",257,1722,183,3,1979,71,2020-07-19,10826
"Clark",97,2232,73,0,2329,24,2020-07-19,22385
"Clay",89,1871,70,3,1960,16,2020-07-19,15061
"Cleburne",154,2653,121,5,2807,28,2020-07-19,25230
"Cleveland",41,913,33,0,954,8,2020-07-19,8226
"Columbia",134,1939,93,5,2073,36,2020-07-19,23892
"Conway",113,2203,84,3,2316,26,2020-07-19,20906
"Craighead",710,12914,552,8,13624,150,2020-07-19,105701
"Crawford",353,5990,241,3,6343,109,2020-07-19,62472
"Crittenden",944,6697,816,14,7641,114,2020-07-19,49013
"Cross",115,1686,88,1,1801,26,2020-07-19,16998
"Dallas",20,652,12,0,672,8,2020-07-19,7432
"Desha",102,1339,72,1,1441,29,2020-07-19,11887
"Drew",113,2176,78,2,2289,33,2020-07-19,18502
"Faulkner",905,12891,691,4,13796,210,2020-07-19,122416
"Franklin",41,1812,30,1,1853,10,2020-07-19,17780
"Fulton",20,1102,16,0,1122,4,2020-07-19,12139
"Garland",473,9898,318,5,10371,150,2020-07-19,98298
"Grant",79,1637,60,0,1716,19,2020-07-19,18086
"Greene",171,4803,142,0,4974,29,2020-07-19,44623
"Hempstead",122,2095,77,1,2217,44,2020-07-19,22018
"Hot Spring",1349,4425,601,2,5774,746,2020-07-19,33520
"Howard",169,1816,131,1,1985,37,2020-07-19,13389
"Independence",110,3573,69,0,3683,41,2020-07-19,37264
"Izard",28,1149,22,1,1177,5,2020-07-19,13559
"Jackson",46,1504,35,0,1550,11,2020-07-19,17225
"Jefferson",1023,10263,757,30,11286,236,2020-07-19,70424
"Johnson",485,1864,380,0,2349,105,2020-07-19,26291
"Lafayette",37,441,23,2,478,12,2020-07-19,6915
"Lawrence",135,1871,95,9,2006,31,2020-07-19,16669
"Lee",861,2466,785,5,3327,71,2020-07-19,9398
"Lincoln",1119,2138,1020,11,3257,88,2020-07-19,13695
"Little River",63,959,47,1,1022,15,2020-07-19,12417
"Logan",103,2535,69,0,2638,34,2020-07-19,21757
"Lonoke",257,5932,190,2,6189,65,2020-07-19,72206
"Madison",229,2100,213,1,2329,15,2020-07-19,16078
"Marion",15,1087,12,0,1102,3,2020-07-19,16438
"Miller",336,2924,251,2,3260,83,2020-07-19,43759
"Mississippi",421,4740,288,5,5161,128,2020-07-19,42831
"Monroe",33,968,22,0,1001,11,2020-07-19,7249
"Montgomery",14,736,9,0,750,5,2020-07-19,8993
"Nevada",117,1359,85,6,1476,26,2020-07-19,8440
"Newton",16,601,9,0,617,7,2020-07-19,7848
"Ouachita",49,2216,30,1,2265,18,2020-07-19,24106
"Perry",40,1128,34,0,1168,6,2020-07-19,10322
"Phillips",208,3019,152,6,3227,50,2020-07-19,19034
"Pike",32,2170,17,0,2202,15,2020-07-19,10808
"Poinsett",92,1973,66,3,2065,23,2020-07-19,24054
"Polk",103,1793,87,0,1896,16,2020-07-19,20163
"Pope",849,7062,633,4,7911,212,2020-07-19,63644
"Prairie",45,758,28,0,803,17,2020-07-19,8244
"Pulaski",3652,47295,2660,69,50947,923,2020-07-19,393463
"Randolph",97,2272,65,2,2369,30,2020-07-19,17603
"Saline",584,11416,438,3,12000,143,2020-07-19,118009
"Scott",20,719,14,0,739,6,2020-07-19,10442
"Searcy",19,918,15,0,937,4,2020-07-19,7923
"Sebastian",1144,15239,734,9,16383,401,2020-07-19,127461
"Sevier",857,3895,780,9,4752,68,2020-07-19,17193
"Sharp",80,1312,53,5,1392,22,2020-07-19,17043
"St. Francis",953,4883,897,3,5836,53,2020-07-19,26294
"Stone",29,1400,20,1,1429,8,2020-07-19,12446
"Union",306,3501,246,14,3807,46,2020-07-19,39732
"Van Buren",38,1275,35,2,1313,1,2020-07-19,16684
"Washington",5139,18333,4406,37,23472,696,2020-07-19,228529
"White",169,4886,126,2,5055,41,2020-07-19,78804
"Woodruff",18,864,11,0,882,7,2020-07-19,6660
"Yell",912,2834,758,12,3746,142,2020-07-19,21757
"Arkansas",108,1887,46,1,1995,61,2020-07-18,18124
"Ashley",125,1909,90,3,2034,32,2020-07-18,20537
"Baxter",40,2739,29,0,2779,11,2020-07-18,41219
"Benton",3789,42481,3268,25,46270,496,2020-07-18,258980
"Boone",74,3031,41,1,3105,32,2020-07-18,37288
"Bradley",91,1374,61,2,1465,28,2020-07-18,10948
"Calhoun",5,427,3,0,432,2,2020-07-18,5202
"Carroll",262,3307,208,6,3569,48,2020-07-18,27887
"Chicot",252,1696,172,3,1948,77,2020-07-18,10826
"Clark",94,2201,72,0,2295,22,2020-07-18,22385
"Clay",88,1844,70,3,1932,15,2020-07-18,15061
"Cleburne",153,2626,120,5,2779,28,2020-07-18,25230
"Cleveland",41,903,33,0,944,8,2020-07-18,8226
"Columbia",132,1923,91,5,2055,36,2020-07-18,23892
"Conway",111,2169,82,3,2280,26,2020-07-18,20906
"Craighead",701,12824,542,7,13525,152,2020-07-18,105701
"Crawford",347,5873,238,3,6220,106,2020-07-18,62472
"Crittenden",929,6641,808,14,7570,107,2020-07-18,49013
"Cross",113,1664,87,1,1777,25,2020-07-18,16998
"Dallas",20,641,11,0,661,9,2020-07-18,7432
"Desha",98,1321,66,1,1419,31,2020-07-18,11887
"Drew",111,2133,77,2,2244,32,2020-07-18,18502
"Faulkner",888,12757,667,4,13645,217,2020-07-18,122416
"Franklin",37,1780,30,1,1817,6,2020-07-18,17780
"Fulton",20,1078,16,0,1098,4,2020-07-18,12139
"Garland",442,9594,312,5,10036,125,2020-07-18,98298
"Grant",77,1612,55,0,1689,22,2020-07-18,18086
"Greene",168,4726,138,0,4894,30,2020-07-18,44623
"Hempstead",112,2046,73,1,2158,38,2020-07-18,22018
"Hot Spring",1344,4294,593,2,5638,749,2020-07-18,33520
"Howard",167,1791,128,1,1958,38,2020-07-18,13389
"Independence",107,3520,69,0,3627,38,2020-07-18,37264
"Izard",28,1136,22,1,1164,5,2020-07-18,13559
"Jackson",44,1494,35,0,1538,9,2020-07-18,17225
"Jefferson",969,9705,748,30,10674,191,2020-07-18,70424
"Johnson",476,1815,373,0,2291,103,2020-07-18,26291
"Lafayette",36,436,22,2,472,12,2020-07-18,6915
"Lawrence",133,1854,95,9,1987,29,2020-07-18,16669
"Lee",859,2457,785,6,3316,68,2020-07-18,9398
"Lincoln",1118,2124,1020,11,3242,87,2020-07-18,13695
"Little River",60,945,46,1,1005,13,2020-07-18,12417
"Logan",103,2500,67,0,2603,36,2020-07-18,21757
"Lonoke",246,5838,184,2,6084,60,2020-07-18,72206
"Madison",227,2084,212,1,2311,14,2020-07-18,16078
"Marion",15,1083,12,0,1098,3,2020-07-18,16438
"Miller",329,2868,195,2,3197,132,2020-07-18,43759
"Mississippi",401,4666,280,5,5067,116,2020-07-18,42831
"Monroe",29,945,22,0,974,7,2020-07-18,7249
"Montgomery",12,725,7,0,737,5,2020-07-18,8993
"Nevada",116,1345,85,6,1461,25,2020-07-18,8440
"Newton",14,596,8,0,610,6,2020-07-18,7848
"Ouachita",44,2194,30,1,2238,13,2020-07-18,24106
"Perry",39,1114,32,0,1153,7,2020-07-18,10322
