county,date,population,cases_population,tested_population,new_cases_today_10k_pop,active_cases_10k_pop,current_infections,positive,new_cases_today,negative,recovered,recovered_since_yesterday,total_deaths,new_deaths_today,number_tested,new_tests_dashboard,pct_positive_cumulative,pct_positive_new_to_dashboard,closed,pct_deaths_vs_recoveries,pct_recoveries_vs_deaths
Madison,2020-08-12,16078,1.6855330264958328,17.83181987809429,0.6219679064560268,6.841646971016296,11,271,1,2596,258,1,2,0,2867,20,9.452389257063132,5,260,0.7692307692307693,99.23076923076923
Marion,2020-08-12,16438,0.18250395425234212,8.20659447621365,0.6083465141744737,4.86677211339579,8,30,1,1319,22,0,0,0,1349,8,2.2238695329873983,12.5,22,0,100
Miller,2020-08-12,43759,1.1860417285586966,10.669805068671588,0.2285244178340456,10.283598802532051,45,519,1,4150,469,11,5,0,4669,28,11.115870636110516,3.571428571428571,474,1.0548523206751055,98.94514767932489
Mississippi,2020-08-12,42831,2.493521047839182,19.40183511942285,5.603418085031869,67.24101702038243,288,1068,24,7242,766,30,14,0,8310,290,12.851985559566787,8.275862068965518,780,1.7948717948717947,98.2051282051282
Monroe,2020-08-12,7249,0.8828803972961787,19.602703821216718,0,13.795006207752794,10,64,0,1357,54,1,0,0,1421,17,4.50387051372273,0,54,0,100
Montgomery,2020-08-12,8993,0.4225508729011453,10.663849660847326,0,8.895807850550428,8,38,0,921,29,0,1,0,959,6,3.962460896767466,0,30,3.3333333333333335,96.66666666666667
Nevada,2020-08-12,8440,1.7298578199052135,21.04265402843602,3.554502369668246,16.587677725118482,14,146,3,1630,123,1,9,0,1776,16,8.220720720720722,18.75,132,6.8181818181818175,93.18181818181817
Newton,2020-08-12,7848,1.3506625891946993,12.334352701325178,0,10.193679918450561,8,106,0,862,88,2,10,0,968,6,10.950413223140496,0,98,10.204081632653061,89.79591836734694
Ouachita,2020-08-12,24106,0.4438728947150087,13.776653115406953,0.8296689620841284,9.541193063967476,23,107,2,3214,82,1,2,0,3321,28,3.22192110809997,7.142857142857142,84,2.380952380952381,97.61904761904762
Perry,2020-08-12,10322,0.5328424723890719,14.851772912226313,0,4.84402247626429,5,55,0,1478,50,1,0,0,1533,20,3.587736464448793,0,50,0,100
Phillips,2020-08-12,19034,1.7442471367027423,22.170852159293894,1.5761269307554904,25.218030892087846,48,332,3,3888,275,4,9,0,4220,19,7.867298578199051,15.789473684210526,284,3.169014084507042,96.83098591549296
Pike,2020-08-12,10808,1.0917838638045891,28.229089563286454,6.476683937823834,33.30866025166544,36,118,7,2933,81,3,1,0,3051,22,3.86758439855785,31.818181818181817,82,1.2195121951219512,98.78048780487805
Poinsett,2020-08-12,24054,1.2804523156231813,12.696433025692192,6.651700340899643,44.067514758460135,106,308,16,2746,199,10,3,0,3054,39,10.085134250163721,41.02564102564102,202,1.4851485148514851,98.51485148514851
Polk,2020-08-12,20163,0.7637752318603382,12.35927193374002,1.9838317710658135,10.415116798095521,21,154,4,2338,132,0,1,0,2492,20,6.179775280898876,20,133,0.7518796992481203,99.24812030075188
Pope,2020-08-12,63644,2.141600150839042,18.275092703161334,4.713720067877569,22.940104330337505,146,1363,30,10268,1207,17,10,0,11631,110,11.718682830367122,27.27272727272727,1217,0.8216926869350863,99.17830731306492
Prairie,2020-08-12,8244,1.2372634643377,14.919941775836973,2.42600679281902,36.3901018922853,30,102,2,1128,72,8,0,0,1230,14,8.292682926829269,14.285714285714285,72,0,100
Pulaski,2020-08-12,393463,1.4707863255248905,18.207048693269762,2.058643379428307,20.306864940286633,799,5787,81,65851,4901,74,87,1,71638,718,8.078114966917,11.28133704735376,4988,1.744186046511628,98.25581395348837
Randolph,2020-08-12,17603,1.3577231153780605,17.661762199625063,9.65744475373516,23.85956939158098,42,239,17,2870,193,7,4,0,3109,24,7.687359279511097,70.83333333333334,197,2.030456852791878,97.96954314720813
Saline,2020-08-12,118009,0.9600962638442831,15.303917497817961,1.6947859908989993,18.981603098068792,224,1133,20,16927,902,14,7,0,18060,157,6.273532668881505,12.738853503184714,909,0.77007700770077,99.22992299229924
Scott,2020-08-12,10442,0.6512162420992147,11.147289791227735,1.915341888527102,28.73012832790653,30,68,2,1096,38,2,0,0,1164,22,5.841924398625429,9.090909090909092,38,0,100
Searcy,2020-08-12,7923,0.4038874163826834,14.666161807396188,-1.2621481761958855,5.048592704783542,4,32,-1,1130,28,0,0,0,1162,1,2.753872633390706,-100,28,0,100
Sebastian,2020-08-12,127461,1.802119864115298,19.701712680741558,3.6874024211327385,37.26630106463938,475,2297,47,22815,1801,61,21,1,25112,427,9.14702134437719,11.00702576112412,1822,1.1525795828759604,98.84742041712404
Sevier,2020-08-12,17193,5.86866748095155,32.501599488163784,7.561216774268598,29.081602977956145,50,1009,13,4579,949,10,10,0,5588,21,18.056549749463137,61.904761904761905,959,1.0427528675703857,98.95724713242961
Sharp,2020-08-12,17043,0.6864988558352403,10.866631461597137,1.7602534765006161,7.041013906002465,12,117,3,1735,100,2,5,0,1852,20,6.317494600431965,15,105,4.761904761904762,95.23809523809523
St. Francis,2020-08-12,26294,4.670266981060318,32.20126264547045,0.7606298014756219,40.69369437894577,107,1228,2,7239,1118,6,3,0,8467,23,14.503366009212234,8.695652173913043,1121,0.2676181980374665,99.73238180196253
Stone,2020-08-12,12446,0.5945685360758477,14.775831592479511,4.017354973485457,15.265948899244737,19,74,5,1765,54,2,1,0,1839,17,4.023926046764546,29.411764705882355,55,1.8181818181818181,98.18181818181819
Union,2020-08-12,39732,1.3163193395751536,12.70764119601329,3.7752944729688918,19.88321755763616,79,523,15,4526,425,15,19,1,5049,44,10.358486829075064,34.090909090909086,444,4.2792792792792795,95.72072072072072
Van Buren,2020-08-12,16684,0.3176696235914649,9.73987053464397,0,1.7981299448573485,3,53,0,1572,48,1,2,0,1625,7,3.2615384615384615,0,50,4,96
Washington,2020-08-12,228529,2.7795159476477824,13.732174034805212,1.356501800646745,13.302469270858404,304,6352,31,25030,5995,38,53,1,31382,196,20.240902428143524,15.816326530612246,6048,0.8763227513227513,99.12367724867724
White,2020-08-12,78804,0.43271915131211613,8.66961067966093,1.6496624536825542,7.613826709304097,60,341,13,6491,279,10,2,0,6832,141,4.991217798594848,9.219858156028367,281,0.7117437722419928,99.28825622775801
Woodruff,2020-08-12,6660,0.3303303303303303,16.366366366366368,0,6.006006006006006,4,22,0,1068,18,1,0,0,1090,0,2.0183486238532113,NaN,18,0,100
Yell,2020-08-12,21757,4.9501309923243095,22.401985567863218,3.6769775244748817,21.60224295628993,47,1077,8,3797,1013,12,17,0,4874,25,22.096840377513335,32,1030,1.650485436893204,98.3495145631068
Arkansas,2020-08-11,18124,1.2524828956080334,17.314058706687266,3.310527477378062,19.311410284705364,35,227,6,2911,191,7,1,0,3138,15,7.233906947100063,40,192,0.5208333333333333,99.47916666666666
Ashley,2020-08-11,20537,1.6068559185859668,15.878658031844964,0,37.00637873107075,76,330,0,2931,249,15,5,0,3261,9,10.119595216191353,0,254,1.968503937007874,98.03149606299213
Baxter,2020-08-11,41219,0.17710279240156238,8.462116984885611,0.4852131298672942,3.153885344137412,13,73,2,3415,60,2,0,0,3488,16,2.092889908256881,12.5,60,0,100
Benton,2020-08-11,258980,1.8553556259170594,23.514943238860145,0.42474322341493553,9.923546219785312,257,4805,11,56094,4505,44,43,0,60899,472,7.890113138146767,2.330508474576271,4548,0.9454705364995603,99.05452946350044
Boone,2020-08-11,37288,0.5739111778588286,12.001180004290925,0.536365586783952,14.481870843166703,54,214,2,4261,158,9,2,0,4475,49,4.782122905027933,4.081632653061225,160,1.25,98.75
Bradley,2020-08-11,10948,1.8907563025210083,22.84435513335769,2.740226525392766,68.50566313481914,75,207,3,2294,128,6,4,0,2501,30,8.276689324270292,10,132,3.0303030303030303,96.96969696969697
Calhoun,2020-08-11,5202,0.32679738562091504,11.034217608612073,0,7.6893502499038835,4,17,0,557,13,0,0,0,574,6,2.961672473867596,0,13,0,100
Carroll,2020-08-11,27887,1.359056191056765,16.89676193208305,7.171800480510632,14.702190985046794,41,379,20,4333,331,0,7,0,4712,137,8.0432937181663835,14.5985401459854,338,2.0710059171597637,97.92899408284023
Chicot,2020-08-11,10826,6.79844818030667,34.72196563827822,-2.7711065952336966,279.88176611860337,303,736,-3,3023,424,79,9,1,3759,6,19.579675445597232,-50,433,2.0785219399538106,97.92147806004618
Clark,2020-08-11,22385,0.7907080634353362,13.857493857493857,0,8.487826669644852,19,177,0,2925,157,6,1,0,3102,6,5.705996131528046,0,158,0.6329113924050633,99.36708860759494
Clay,2020-08-11,15061,0.9162738197994821,16.97762432773388,1.3279330721731626,17.92709647433769,27,138,2,2419,107,1,4,0,2557,7,5.396949550254204,28.57142857142857,111,3.6036036036036037,96.3963963963964
Cleburne,2020-08-11,25230,0.8006341656757829,14.244946492271108,0,7.927070947284979,20,202,0,3392,177,1,5,0,3594,8,5.6204785754034505,0,182,2.7472527472527473,97.25274725274726
Cleveland,2020-08-11,8226,1.2521274009238998,17.63919280330659,1.2156576707999027,36.46973012399708,30,103,1,1348,71,7,2,0,1451,4,7.098552722260509,25,73,2.73972602739726,97.26027397260275
Columbia,2020-08-11,23892,0.9208103130755065,12.091913611250629,1.2556504269211453,13.393604553825547,32,220,3,2669,176,6,12,0,2889,9,7.615091727241261,33.33333333333333,188,6.382978723404255,93.61702127659575
Conway,2020-08-11,20906,0.7318473165598393,15.531426384769922,0,9.088300009566632,19,153,0,3094,131,2,3,0,3247,5,4.712041884816754,0,134,2.2388059701492535,97.76119402985076
Craighead,2020-08-11,105701,1.3140840673219742,17.73303942252202,1.419097264926538,19.7727552246431,209,1389,15,17355,1168,37,12,0,18744,76,7.4103713188220235,19.736842105263158,1180,1.0169491525423728,98.98305084745763
Crawford,2020-08-11,62472,1.0372646945831734,15.432513766167244,2.080932257651428,18.56831860673582,116,648,13,8993,528,12,4,0,9641,79,6.72129447152785,16.455696202531644,532,0.7518796992481203,99.24812030075188
Crittenden,2020-08-11,49013,2.8176198151510823,20.259931038704018,2.448330034888703,28.97190541284965,142,1381,12,8549,1216,24,23,0,9930,166,13.907351460221552,7.228915662650602,1239,1.8563357546408392,98.14366424535916
Cross,2020-08-11,16998,1.2236733733380398,14.295799505824213,2.3532180256500763,25.297093775738322,43,208,4,2222,161,3,4,0,2430,10,8.559670781893004,40,165,2.4242424242424243,97.57575757575758
Dallas,2020-08-11,7432,0.8611410118406888,12.634553283100109,0,12.109795479009687,9,64,0,875,54,0,1,1,939,2,6.815761448349308,0,55,1.8181818181818181,98.18181818181819
Desha,2020-08-11,11887,1.6909228569024986,17.220492975519473,3.365020610751241,48.79279885589299,58,201,4,1846,141,4,2,0,2047,13,9.81924767953102,30.76923076923077,143,1.3986013986013985,98.6013986013986
Drew,2020-08-11,18502,1.172846178791482,18.198032645119447,4.323856880337261,30.807480272402984,57,217,8,3150,157,4,3,0,3367,23,6.4449064449064455,34.78260869565217,160,1.875,98.125
Faulkner,2020-08-11,122416,1.086459286367795,15.559240622140896,0.8985753496274996,11.436413540713634,140,1330,11,17717,1184,16,6,0,19047,92,6.982726938625506,11.956521739130435,1190,0.5042016806722689,99.49579831932773
Franklin,2020-08-11,17780,0.7199100112485939,17.98650168728909,0.562429696287964,14.623172103487065,26,128,1,3070,100,7,2,0,3198,20,4.002501563477173,5,102,1.9607843137254901,98.0392156862745
Fulton,2020-08-11,12139,0.362468078095395,11.450696103468161,0,12.356866298706649,15,44,0,1346,29,1,0,0,1390,4,3.1654676258992804,0,29,0,100
Garland,2020-08-11,98298,1.0895440395531955,15.474373842804534,1.3225091049665303,22.787849193269448,224,1071,13,14140,830,28,17,1,15211,38,7.04095720202485,34.21052631578947,847,2.0070838252656436,97.99291617473436
Grant,2020-08-11,18086,0.7740793984297246,13.269932544509565,1.6587415680636957,7.1878801282760145,13,140,3,2260,127,3,0,0,2400,14,5.833333333333333,21.428571428571427,127,0,100
Greene,2020-08-11,44623,1.1025704233242946,17.11001053268494,1.5686977567622078,38.09694552136791,170,492,7,7143,320,21,2,0,7635,21,6.444007858546169,33.33333333333333,322,0.6211180124223602,99.37888198757764
Hempstead,2020-08-11,22018,1.130892905804342,14.574439095285676,0.9083477155054955,14.07938959033518,31,249,2,2960,216,8,2,0,3209,17,7.759426612651916,11.76470588235294,218,0.9174311926605505,99.08256880733946
Hot Spring,2020-08-11,33520,4.644988066825776,21.44689737470167,0.8949880668257757,33.711217183770884,113,1557,3,5632,1432,9,12,1,7189,13,21.65808874669634,23.076923076923077,1444,0.8310249307479225,99.16897506925207
Howard,2020-08-11,13389,2.6514302785868997,21.883635820449623,9.709462992008365,44.06602434834566,59,355,13,2575,292,7,4,0,2930,77,12.1160409556314,16.883116883116884,296,1.3513513513513513,98.64864864864865
Independence,2020-08-11,37264,1.4759553456419063,14.45094461142121,3.4886217260626875,56.08630313439244,209,550,13,4835,340,18,1,0,5385,40,10.21355617455896,32.5,341,0.2932551319648094,99.70674486803519
Izard,2020-08-11,13559,0.39088428350173315,10.930009587727708,0,5.900140128328047,8,53,0,1429,44,2,1,0,1482,4,3.576248313090418,0,45,2.2222222222222223,97.77777777777777
Jackson,2020-08-11,17225,0.6792452830188679,18.65312046444122,0,34.833091436865026,60,117,0,3096,56,1,1,0,3213,12,3.6414565826330536,0,57,1.7543859649122806,98.24561403508771
Jefferson,2020-08-11,70424,2.249233215949108,21.58497103260252,1.4199704646143358,37.48722026581847,264,1584,10,13617,1280,19,40,0,15201,70,10.420367081113085,14.285714285714285,1320,3.0303030303030303,96.96969696969697
