county,date,population,cases_population,tested_population,new_cases_today_10k_pop,active_cases_10k_pop,current_infections,positive,new_cases_today,negative,recovered,recovered_since_yesterday,total_deaths,new_deaths_today,number_tested,new_tests_dashboard,pct_positive_cumulative,pct_positive_new_to_dashboard,closed,pct_deaths_vs_recoveries,pct_recoveries_vs_deaths
Dallas,2020-08-10,7432,0.8611410118406888,12.607642626480086,1.3455328310010763,13.455328310010765,10,64,1,873,54,3,0,0,937,22,6.830309498399147,4.545454545454546,54,0,100
Desha,2020-08-10,11887,1.6572726507949862,17.111129805670057,2.5237654580634308,48.79279885589299,58,197,3,1837,137,1,2,0,2034,26,9.68534906588004,11.538461538461538,139,1.4388489208633095,98.56115107913669
Drew,2020-08-10,18502,1.1296076099881094,18.07372175980975,3.242892660252946,28.64555183223435,53,209,6,3135,153,4,3,0,3344,37,6.25,16.216216216216218,156,1.9230769230769231,98.07692307692307
Faulkner,2020-08-10,122416,1.0774735328715201,15.484087047444778,1.225330022219318,11.844856881453405,145,1319,15,17636,1168,23,6,0,18955,121,6.958586125032973,12.396694214876034,1174,0.5110732538330494,99.48892674616695
Franklin,2020-08-10,17780,0.7142857142857143,17.874015748031496,0.562429696287964,17.99775028121485,32,127,1,3051,93,1,2,0,3178,35,3.996224040276904,2.857142857142857,95,2.1052631578947367,97.89473684210527
Fulton,2020-08-10,12139,0.362468078095395,11.417744460004943,1.6475821731608864,13.180657385287091,16,44,2,1342,28,1,0,0,1386,13,3.1746031746031744,15.384615384615385,28,0,100
Garland,2020-08-10,98298,1.07631894850353,15.435715884351664,5.086573480640501,24.415552707074404,240,1058,50,14115,802,17,16,2,15173,243,6.972912410202333,20.5761316872428,818,1.9559902200488997,98.0440097799511
Grant,2020-08-10,18086,0.7574919827490877,13.192524604666591,0.5529138560212319,7.1878801282760145,13,137,1,2249,124,0,0,0,2386,22,5.7418273260687345,4.545454545454546,124,0,100
Greene,2020-08-10,44623,1.0868834457566725,17.062949599982073,2.0168971158371245,41.234341034892324,184,485,9,7129,299,15,2,1,7614,54,6.369845022327292,16.666666666666664,301,0.6644518272425249,99.33554817275747
Hempstead,2020-08-10,22018,1.121809428649287,14.497229539467707,3.633390862021982,16.804432736851666,37,247,8,2945,208,8,2,0,3192,47,7.738095238095238,17.02127659574468,210,0.9523809523809524,99.04761904761905
Hot Spring,2020-08-10,33520,4.636038186157518,21.408114558472555,2.3866348448687353,35.79952267303103,120,1554,8,5622,1423,7,11,0,7176,93,21.65551839464883,8.60215053763441,1434,0.7670850767085077,99.23291492329149
Howard,2020-08-10,13389,2.554335648666816,21.30853685861528,1.4937635372320561,39.58473373664948,53,342,2,2511,285,13,4,0,2853,14,11.987381703470032,14.285714285714285,289,1.384083044982699,98.6159169550173
Independence,2020-08-10,37264,1.4410691283812795,14.343602404465436,5.36711034778875,57.42808072133963,214,537,20,4808,322,24,1,0,5345,63,10.046772684752105,31.746031746031743,323,0.30959752321981426,99.69040247678018
Izard,2020-08-10,13559,0.39088428350173315,10.900508887086069,0,7.37517516041006,10,53,0,1425,42,2,1,0,1478,7,3.585926928281461,0,43,2.3255813953488373,97.67441860465115
Jackson,2020-08-10,17225,0.6792452830188679,18.583454281567487,2.9027576197387517,35.41364296081277,61,117,5,3084,55,0,1,0,3201,26,3.6551077788191186,19.230769230769234,56,1.7857142857142856,98.21428571428571
Jefferson,2020-08-10,70424,2.235033511302965,21.48557310007952,5.679881858457343,38.76519368397137,273,1574,40,13557,1261,26,40,0,15131,265,10.402484964642126,15.09433962264151,1301,3.074558032282859,96.92544196771713
Johnson,2020-08-10,26291,2.548400593358944,13.658666463808908,0.7607165950325206,19.017914875813016,50,670,2,2921,618,6,2,0,3591,24,18.657755499860762,8.333333333333332,620,0.3225806451612903,99.67741935483872
Lafayette,2020-08-10,6915,0.7809110629067245,8.966015907447577,0,2.8922631959508314,2,54,0,566,50,1,2,0,620,4,8.709677419354838,0,52,3.8461538461538463,96.15384615384616
Lawrence,2020-08-10,16669,1.2838202651628772,15.207870898074269,1.1998320235167077,17.997480352750614,30,214,2,2321,175,4,9,0,2535,6,8.44181459566075,33.33333333333333,184,4.891304347826087,95.1086956521739
Lee,2020-08-10,9398,9.533943392211109,40.37029155139391,2.128112364332837,15.960842732496276,15,896,2,2898,873,3,8,0,3794,14,23.616236162361623,14.285714285714285,881,0.9080590238365494,99.09194097616346
Lincoln,2020-08-10,13695,8.930266520627967,29.441401971522453,2.9207740051113547,41.621029572836804,57,1223,4,2809,1154,7,12,0,4032,35,30.33234126984127,11.428571428571429,1166,1.0291595197255576,98.97084048027445
Little River,2020-08-10,12417,1.4576789884835306,11.395667230409922,0,53.15293549166466,66,181,0,1234,114,4,1,0,1415,8,12.791519434628976,0,115,0.8695652173913043,99.1304347826087
Logan,2020-08-10,21757,1.2547685802270534,18.660660936710023,5.515466286712322,61.129751344394904,133,273,12,3787,139,7,1,0,4060,62,6.724137931034482,19.35483870967742,140,0.7142857142857143,99.28571428571429
Lonoke,2020-08-10,72206,0.7257014652521951,11.98238373542365,1.661911752485943,15.511176356535469,112,524,12,8128,410,9,2,0,8652,115,6.056403143781785,10.434782608695652,412,0.48543689320388345,99.51456310679612
Madison,2020-08-10,16078,1.6793133474312727,17.63900982709292,0,8.707550690384377,14,270,0,2566,254,3,2,0,2836,8,9.520451339915374,0,256,0.78125,99.21875
Marion,2020-08-10,16438,0.1764204891105974,8.139676359654459,0.6083465141744737,4.86677211339579,8,29,1,1309,21,0,0,0,1338,27,2.167414050822123,3.7037037037037033,21,0,100
Miller,2020-08-10,43759,1.183756484380356,10.589821522429672,1.3711465070042734,14.625562741378918,64,518,6,4116,449,6,5,0,4634,35,11.178247734138973,17.142857142857142,454,1.1013215859030838,98.89867841409692
Mississippi,2020-08-10,42831,2.411804534099134,18.526301043636618,4.436039317316896,71.67705633769933,307,1033,19,6902,712,32,14,0,7935,62,13.01827347195967,30.64516129032258,726,1.9283746556473829,98.07162534435263
Monroe,2020-08-10,7249,0.8552903848806732,19.188853634984135,2.7590012415505587,16.554007449303352,12,62,2,1329,50,1,0,0,1391,14,4.457225017972681,14.285714285714285,50,0,100
Montgomery,2020-08-10,8993,0.4225508729011453,10.563771822528633,3.3359279439564107,11.119759813188034,10,38,3,912,27,2,1,0,950,12,4,25,28,3.571428571428571,96.42857142857143
Nevada,2020-08-10,8440,1.694312796208531,20.829383886255926,1.1848341232227488,16.587677725118482,14,143,1,1615,120,0,9,0,1758,20,8.13424345847554,5,129,6.976744186046512,93.02325581395348
Newton,2020-08-10,7848,1.3506625891946993,12.168705402650357,3.8226299694189603,16.56472986748216,13,106,3,849,87,2,6,0,955,9,11.099476439790577,33.33333333333333,93,6.451612903225806,93.54838709677419
Ouachita,2020-08-10,24106,0.4231311706629055,13.552642495644237,0.8296689620841284,8.296689620841283,20,102,2,3165,80,6,2,0,3267,44,3.1221303948576673,4.545454545454546,82,2.4390243902439024,97.5609756097561
Perry,2020-08-10,10322,0.5231544274365434,14.609571788413097,0,6.781631466770006,7,54,0,1454,47,0,0,0,1508,10,3.580901856763926,0,47,0,100
Phillips,2020-08-10,19034,1.707470841651781,21.929179363244717,3.6776295050961436,27.84490911001366,53,325,7,3849,263,4,9,1,4174,53,7.786296118830857,13.20754716981132,272,3.308823529411765,96.69117647058823
Pike,2020-08-10,10808,0.9992598075499629,27.85899333826795,6.476683937823834,28.682457438934122,31,108,7,2903,76,2,1,0,3011,32,3.586848223181667,21.875,77,1.2987012987012987,98.7012987012987
Poinsett,2020-08-10,24054,1.1889914359358111,12.484410077326016,5.820237798287187,44.483246029766356,107,286,14,2717,176,14,3,0,3003,41,9.523809523809524,34.146341463414636,179,1.675977653631285,98.32402234636871
Polk,2020-08-10,20163,0.734017755294351,12.205524971482419,2.9757476565987204,7.935327084263254,16,148,6,2313,131,3,1,0,2461,36,6.013815522145469,16.666666666666664,132,0.7575757575757576,99.24242424242425
Pope,2020-08-10,63644,2.0724655898435045,18.028408019609078,0.9427440135755137,22.625856325812332,144,1319,6,10155,1165,20,10,0,11474,94,11.49555516820638,6.382978723404255,1175,0.851063829787234,99.14893617021276
Prairie,2020-08-10,8244,1.1644832605531297,14.653081028626879,6.065016982047549,43.66812227074236,36,96,5,1112,60,2,0,0,1208,29,7.9470198675496695,17.24137931034483,60,0,100
Pulaski,2020-08-10,393463,1.433171606987188,17.866991305408643,1.4486749707088087,20.45935704246651,805,5639,57,64661,4749,67,85,0,70300,752,8.021337126600285,7.579787234042554,4834,1.7583781547372774,98.24162184526273
Randolph,2020-08-10,17603,1.244106118275294,17.417485655854115,3.4085099130829972,26.13190933363631,46,219,6,2847,169,0,4,1,3066,24,7.142857142857142,25,173,2.312138728323699,97.6878612716763
Saline,2020-08-10,118009,0.927895330017202,15.046310027201315,4.152225677702548,18.557906600344044,219,1095,49,16661,870,20,6,0,17756,395,6.166929488623564,12.405063291139239,876,0.684931506849315,99.31506849315068
Scott,2020-08-10,10442,0.5841792760007661,10.850411798506034,0,23.94177360658878,25,61,0,1072,36,0,0,0,1133,4,5.3839364518976165,0,36,0,100
Searcy,2020-08-10,7923,0.4038874163826834,14.577811435062477,2.524296352391771,6.310740880979427,5,32,2,1123,27,0,0,0,1155,10,2.7705627705627704,20,27,0,100
Sebastian,2020-08-10,127461,1.748770212064867,19.20038286220883,4.158134645107131,41.11061422709692,524,2229,53,22244,1685,45,20,0,24473,377,9.107996567645978,14.058355437665782,1705,1.1730205278592376,98.82697947214076
Sevier,2020-08-10,17193,5.769790030826499,32.344558832082825,1.7448961786773687,29.663235037515268,51,992,3,4569,931,5,10,0,5561,19,17.838518252112927,15.789473684210526,941,1.0626992561105209,98.93730074388948
Sharp,2020-08-10,17043,0.6571612978935634,10.70820864871208,-0.5867511588335387,8.801267382503081,15,112,-1,1713,92,1,5,0,1825,15,6.136986301369863,-6.666666666666667,97,5.154639175257731,94.84536082474226
St. Francis,2020-08-10,26294,4.651251236023427,32.0529398341827,5.324408610329353,44.116528485586066,116,1223,14,7205,1104,4,3,0,8428,65,14.511153298528715,21.53846153846154,1107,0.27100271002710025,99.7289972899729
Stone,2020-08-10,12446,0.554394986340993,14.615137393540092,0,13.659006909850554,17,69,0,1750,51,0,1,0,1819,7,3.7932930181418363,0,52,1.9230769230769231,98.07692307692307
Union,2020-08-10,39732,1.2684989429175475,12.544045102184636,1.2584314909896304,22.651766837813348,90,504,5,4480,396,7,18,1,4984,46,10.112359550561797,10.869565217391305,414,4.3478260869565215,95.65217391304348
Van Buren,2020-08-10,16684,0.3176696235914649,9.649964037401103,0,2.996883241428914,5,53,0,1557,46,0,2,0,1610,6,3.291925465838509,0,48,4.166666666666666,95.83333333333334
Washington,2020-08-10,228529,2.761137536155149,13.556266381947149,0.5250974712180949,14.965277929715704,342,6310,12,24670,5917,50,51,-1,30980,226,20.367979341510654,5.3097345132743365,5968,0.8545576407506703,99.14544235924933
White,2020-08-10,78804,0.41368458453885587,8.4551545606822,0.5075884472869397,8.121415156591036,64,326,4,6337,260,4,2,0,6663,156,4.8926909800390215,2.564102564102564,262,0.7633587786259541,99.23664122137404
Woodruff,2020-08-10,6660,0.3303303303303303,16.336336336336334,1.5015015015015014,7.5075075075075075,5,22,1,1066,17,0,0,0,1088,13,2.0220588235294117,7.6923076923076925,17,0,100
Yell,2020-08-10,21757,4.904168773268373,22.254906466884222,0.4596221905593602,26.198464861883533,57,1067,1,3775,993,7,17,3,4842,17,22.036348616274267,5.88235294117647,1010,1.6831683168316833,98.31683168316832
Arkansas,2020-08-09,18124,1.1973074376517325,17.10990951224895,2.7587728978150516,18.759655705142354,34,217,5,2884,182,1,1,0,3101,32,6.997742663656885,15.625,183,0.546448087431694,99.4535519125683
Ashley,2020-08-09,20537,1.587378877148561,15.38686273555047,1.9477041437405658,44.31026927009787,91,326,4,2834,230,5,5,0,3160,25,10.316455696202532,16,235,2.127659574468085,97.87234042553192
Baxter,2020-08-09,41219,0.17225066110288945,8.331109439821443,0,3.3964919090710595,14,71,0,3363,57,1,0,0,3434,40,2.0675596971461854,0,57,0,100
Benton,2020-08-09,258980,1.84338558962082,23.195613560892735,0.733647385898525,11.931423275928644,309,4774,19,55298,4422,27,43,0,60072,444,7.947130110534026,4.2792792792792795,4465,0.9630459126539753,99.03695408734603
Boone,2020-08-09,37288,0.5658656940570693,11.8214975327183,0.8045483801759279,17.96824715726239,67,211,3,4197,143,7,1,0,4408,40,4.7867513611615244,7.5,144,0.6944444444444444,99.30555555555556
Bradley,2020-08-09,10948,1.7354767994154183,21.91267811472415,3.6536353671903545,62.11180124223602,68,190,4,2209,119,3,3,0,2399,20,7.919966652771988,20,122,2.459016393442623,97.54098360655738
Calhoun,2020-08-09,5202,0.30757400999615536,10.803537101114955,0,5.767012687427912,3,16,0,546,13,1,0,0,562,5,2.8469750889679712,0,13,0,100
Carroll,2020-08-09,27887,1.2694086850503818,16.312260192921432,0.35859002402553164,7.530390504536164,21,354,1,4195,326,3,7,0,4549,25,7.7819300945262695,4,333,2.1021021021021022,97.8978978978979
Chicot,2020-08-09,10826,6.770737114354332,34.444854978754854,3.694808793644929,357.4727507851469,387,733,4,2996,338,11,8,0,3729,21,19.656744435505498,19.047619047619047,346,2.312138728323699,97.6878612716763
Clark,2020-08-09,22385,0.7907080634353362,13.745811927630108,0,11.614920705829796,26,177,0,2900,150,3,1,0,3077,26,5.752356191095222,0,151,0.6622516556291391,99.33774834437085
Clay,2020-08-09,15061,0.9029944890777506,16.878029347320894,3.9837992165194875,18.591063010424275,28,136,6,2406,104,1,4,0,2542,59,5.350118017309206,10.16949152542373,108,3.7037037037037033,96.29629629629629
Cleburne,2020-08-09,25230,0.7927070947284978,14.070550931430837,2.3781212841854935,8.323424494649226,21,200,6,3350,174,2,5,0,3550,33,5.633802816901409,18.181818181818183,179,2.793296089385475,97.20670391061452
Cleveland,2020-08-09,8226,1.1791879406759056,17.177242888402624,0,42.54801847799659,35,97,0,1316,60,1,2,0,1413,8,6.8648266100495405,0,62,3.225806451612903,96.7741935483871
Columbia,2020-08-09,23892,0.8998828059601541,11.983090574250795,0.41855014230704835,14.649254980746694,35,215,1,2648,169,0,11,2,2863,28,7.509605309116312,3.571428571428571,180,6.111111111111111,93.88888888888889
Conway,2020-08-09,20906,0.7270640007653305,15.397493542523677,0.9566631589017506,9.566631589017506,20,152,2,3067,129,1,3,0,3219,22,4.721963342652997,9.090909090909092,132,2.272727272727273,97.72727272727273
Craighead,2020-08-09,105701,1.2715111493741782,17.488954692954657,0.7568518746274869,23.462408113452096,248,1344,8,17142,1084,13,12,0,18486,163,7.27036676403765,4.9079754601226995,1096,1.094890510948905,98.90510948905109
Crawford,2020-08-09,62472,1.0036496350364963,15.105967473428095,1.1205019848892304,19.048533743116916,119,627,7,8810,504,7,4,0,9437,175,6.64406061248278,4,508,0.7874015748031495,99.21259842519686
Crittenden,2020-08-09,49013,2.7666129394242347,19.78250668190072,1.0201375145369596,31.82829045355314,156,1356,5,8340,1177,3,23,2,9696,43,13.985148514851486,11.627906976744185,1200,1.9166666666666665,98.08333333333333
Cross,2020-08-09,16998,1.1471937875044123,13.936933756912579,0,19.41404871161313,33,195,0,2174,158,1,4,0,2369,20,8.23132123258759,0,162,2.4691358024691357,97.53086419753086
Dallas,2020-08-09,7432,0.8476856835306782,12.31162540365985,2.6910656620021527,16.146393972012916,12,63,2,852,51,1,0,0,915,10,6.885245901639345,20,51,0,100
Desha,2020-08-09,11887,1.6320349962143519,16.892403465971228,1.6825103053756205,47.11028855051737,56,194,2,1814,136,1,2,0,2008,33,9.661354581673306,6.0606060606060606,138,1.4492753623188406,98.55072463768117
Drew,2020-08-09,18502,1.09717868338558,17.87374337909415,2.702410550210788,27.564587612150035,51,203,5,3104,149,3,3,0,3307,36,6.138494103416995,13.88888888888889,152,1.9736842105263157,98.02631578947368
Faulkner,2020-08-09,122416,1.065220232649327,15.385243758985753,1.1436413540713632,12.49836622663704,153,1304,14,17530,1145,9,6,0,18834,177,6.923648720399278,7.909604519774012,1151,0.5212858384013901,99.47871416159862
Franklin,2020-08-09,17780,0.7086614173228346,17.67716535433071,0,17.99775028121485,32,126,0,3017,92,1,2,0,3143,23,4.008908685968819,0,94,2.127659574468085,97.87234042553192
Fulton,2020-08-09,12139,0.34599225636378617,11.310651618749485,1.6475821731608864,12.356866298706649,15,42,2,1331,27,0,0,0,1373,29,3.058994901675164,6.896551724137931,27,0,100
Garland,2020-08-09,98298,1.025453213697125,15.188508413192537,1.6277035138049603,21.261877149077296,209,1008,16,13922,785,17,14,2,14930,135,6.751507032819825,11.851851851851853,799,1.7521902377972465,98.24780976220275
Grant,2020-08-09,18086,0.7519628441888754,13.070883556341922,0.5529138560212319,6.634966272254783,12,136,1,2228,124,2,0,0,2364,16,5.752961082910321,6.25,124,0,100
Greene,2020-08-09,44623,1.0667144745983013,16.941935773031844,0.6722990386123747,42.80303879165453,191,476,3,7084,284,7,1,0,7560,114,6.296296296296296,2.631578947368421,285,0.3508771929824561,99.64912280701755
Hempstead,2020-08-09,22018,1.085475520029067,14.283767826323917,0,16.804432736851666,37,239,0,2906,200,6,2,0,3145,38,7.599364069952305,0,202,0.9900990099009901,99.00990099009901
Hot Spring,2020-08-09,33520,4.61217183770883,21.130668257756565,4.773269689737471,35.501193317422434,119,1546,16,5537,1416,2,11,0,7083,58,21.826909501623607,27.586206896551722,1427,0.7708479327259986,99.229152067274
Howard,2020-08-09,13389,2.5393980132944955,21.203973411009038,2.9875270744641123,47.800433191425796,64,340,4,2499,272,13,4,1,2839,25,11.976047904191617,16,276,1.4492753623188406,98.55072463768117
Independence,2020-08-09,37264,1.387398024903392,14.17453842851009,6.708887934735938,58.50150279089738,218,517,25,4765,298,18,1,0,5282,142,9.787959106399091,17.6056338028169,299,0.33444816053511706,99.66555183946488
Izard,2020-08-09,13559,0.39088428350173315,10.848882660963199,0.7375175160410059,8.850210192492073,12,53,1,1418,40,1,1,0,1471,15,3.6029911624745075,6.666666666666667,41,2.4390243902439024,97.5609756097561
Jackson,2020-08-09,17225,0.6502177068214804,18.432510885341074,1.7416545718432512,32.51088534107402,56,112,3,3063,55,1,1,0,3175,109,3.52755905511811,2.7522935779816518,56,1.7857142857142856,98.21428571428571
Jefferson,2020-08-09,70424,2.1782346927183913,21.10928092695672,2.129955696921504,36.7772350335113,259,1534,15,13332,1235,18,40,0,14866,215,10.31884837885107,6.976744186046512,1275,3.1372549019607843,96.86274509803921
Johnson,2020-08-09,26291,2.5407934274086186,13.567380472405006,1.9017914875813016,20.539348065878055,54,668,5,2899,612,5,2,0,3567,22,18.72722175497617,22.727272727272727,614,0.32573289902280134,99.6742671009772
Lafayette,2020-08-09,6915,0.7809110629067245,8.90817064352856,1.4461315979754157,4.3383947939262475,3,54,1,562,49,1,2,0,616,6,8.766233766233766,16.666666666666664,51,3.9215686274509802,96.07843137254902
Lawrence,2020-08-09,16669,1.2718219449277102,15.171875937368767,1.7997480352750614,19.197312376267323,32,212,3,2317,171,1,9,0,2529,47,8.38275998418347,6.382978723404255,180,5,95
Lee,2020-08-09,9398,9.51266226856778,40.22132368589062,1.0640561821664185,17.024898914662696,16,894,1,2886,870,0,8,0,3780,13,23.65079365079365,7.6923076923076925,878,0.9111617312072893,99.08883826879271
Lincoln,2020-08-09,13695,8.901058780576852,29.18583424607521,5.111354508944871,43.81161007667032,60,1219,7,2778,1147,0,12,0,3997,128,30.497873405053788,5.46875,1159,1.0353753235547885,98.96462467644521
Little River,2020-08-09,12417,1.4576789884835306,11.331239429813964,0.8053475074494645,56.37432552146251,70,181,1,1226,110,3,1,0,1407,6,12.864250177683015,16.666666666666664,111,0.9009009009009009,99.09909909909909
Logan,2020-08-09,21757,1.19961391735993,18.37569517856322,4.136599715034242,58.83164039159811,128,261,9,3737,132,6,1,0,3998,60,6.528264132066034,15,133,0.7518796992481203,99.24812030075188
Lonoke,2020-08-09,72206,0.7090823477273357,11.82311719247708,0.553970584161981,15.095698418413981,109,512,4,8025,401,15,2,0,8537,74,5.997422982312288,5.405405405405405,403,0.49627791563275436,99.50372208436724
Madison,2020-08-09,16078,1.6793133474312727,17.58925239457644,0,10.573454409752456,17,270,0,2558,251,1,2,0,2828,15,9.547383309759546,0,253,0.7905138339920948,99.2094861660079
Marion,2020-08-09,16438,0.17033702396885267,7.975422800827352,1.8250395425234214,4.258425599221317,7,28,3,1283,21,2,0,0,1311,11,2.135774218154081,27.27272727272727,21,0,100
Miller,2020-08-09,43759,1.1700450193103134,10.509837976187756,0.9140976713361824,14.625562741378918,64,512,4,4087,443,4,5,0,4599,19,11.132854968471406,21.052631578947366,448,1.1160714285714286,98.88392857142857
Mississippi,2020-08-09,42831,2.367444140925965,18.38154607643996,7.471224113375826,74.71224113375825,320,1014,32,6859,680,12,14,0,7873,150,12.879461450527119,21.333333333333336,694,2.0172910662824206,97.98270893371757
Monroe,2020-08-09,7249,0.8277003724651675,18.995723548075595,2.7590012415505587,15.174506828528074,11,60,2,1317,49,2,0,0,1377,28,4.357298474945534,7.142857142857142,49,0,100
Montgomery,2020-08-09,8993,0.3891915934615812,10.430334704770377,1.1119759813188035,10.007783831869231,9,35,1,903,25,2,1,0,938,8,3.731343283582089,12.5,26,3.8461538461538463,96.15384615384616
Nevada,2020-08-09,8440,1.6824644549763033,20.592417061611375,5.924170616113744,15.402843601895736,13,142,5,1596,120,1,9,0,1738,15,8.170310701956272,33.33333333333333,129,6.976744186046512,93.02325581395348
