county_nam,mydate,deaths,fhwa_numbe,fips,positive,negative,recoveries,total_tests,active_cases,pop_5yr_est_2018,confirmed_pos,probable_pos,confirmed_neg,probable_neg,confirmed_recov,probable_recov,confirmed_death,probable_death,confirmed_active,probable_active,pcr_test,antigen_test,pcr_pos_test,pcr_neg_test,antigen_pos_test,antigen_neg_test,total_pos_test,total_neg_test,New_Cases_Today,Recovered_Since_Yesterday,New_Deaths_Today,New_Tests_Dashboard
Johnson,5/20/20,0,0,0,0,0,0,0,0,0,35,0,291,0,33,0,0,0,2,0,326,0,0,0,0,0,0,0,0,0,0,4
Lafayette,5/20/20,0,0,0,0,0,0,0,0,0,9,0,36,0,8,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
Lawrence,5/20/20,0,0,0,0,0,0,0,0,0,77,0,548,0,56,0,4,0,17,0,625,0,0,0,0,0,0,0,0,0,0,11
Lee,5/20/20,0,0,0,0,0,0,0,0,0,12,0,176,0,6,0,1,0,5,0,188,0,0,0,0,0,0,0,0,2,0,2
Lincoln,5/20/20,0,0,0,0,0,0,0,0,0,966,0,900,0,922,0,8,0,36,0,1866,0,0,0,0,0,0,0,1,36,0,3
LittleRiver,5/20/20,0,0,0,0,0,0,0,0,0,1,0,142,0,0,0,0,0,1,0,143,0,0,0,0,0,0,0,0,0,0,5
Logan,5/20/20,0,0,0,0,0,0,0,0,0,4,0,221,0,4,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,3
Lonoke,5/20/20,0,0,0,0,0,0,0,0,0,46,0,1438,0,43,0,0,0,3,0,1484,0,0,0,0,0,0,0,0,0,0,50
Madison,5/20/20,0,0,0,0,0,0,0,0,0,2,0,236,0,1,0,0,0,1,0,238,0,0,0,0,0,0,0,0,0,0,8
Marion,5/20/20,0,0,0,0,0,0,0,0,0,1,0,131,0,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,3
Miller,5/20/20,0,0,0,0,0,0,0,0,0,42,0,545,0,37,0,1,0,4,0,587,0,0,0,0,0,0,0,0,0,0,26
MissingCountyInfo,5/20/20,0,0,0,0,0,0,0,0,0,133,0,24735,0,112,0,0,0,21,0,24868,0,0,0,0,0,0,0,3,7,0,570
Mississippi,5/20/20,0,0,0,0,0,0,0,0,0,66,0,794,0,49,0,1,0,16,0,860,0,0,0,0,0,0,0,1,2,0,20
Monroe,5/20/20,0,0,0,0,0,0,0,0,0,5,0,132,0,4,0,0,0,1,0,137,0,0,0,0,0,0,0,0,0,0,4
Montgomery,5/20/20,0,0,0,0,0,0,0,0,0,1,0,131,0,1,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,4
Nevada,5/20/20,0,0,0,0,0,0,0,0,0,4,0,106,0,3,0,0,0,1,0,110,0,0,0,0,0,0,0,0,0,0,2
Newton,5/20/20,0,0,0,0,0,0,0,0,0,3,0,108,0,3,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,2
Ouachita,5/20/20,0,0,0,0,0,0,0,0,0,10,0,656,0,8,0,0,0,2,0,666,0,0,0,0,0,0,0,0,0,0,8
Perry,5/20/20,0,0,0,0,0,0,0,0,0,12,0,223,0,11,0,0,0,1,0,235,0,0,0,0,0,0,0,0,0,0,7
Phillips,5/20/20,0,0,0,0,0,0,0,0,0,5,0,332,0,3,0,1,0,1,0,337,0,0,0,0,0,0,0,0,0,0,30
Pike,5/20/20,0,0,0,0,0,0,0,0,0,3,0,457,0,3,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,9
Poinsett,5/20/20,0,0,0,0,0,0,0,0,0,28,0,406,0,22,0,2,0,4,0,434,0,0,0,0,0,0,0,0,0,0,24
Polk,5/20/20,0,0,0,0,0,0,0,0,0,9,0,378,0,7,0,0,0,2,0,387,0,0,0,0,0,0,0,1,0,0,16
Pope,5/20/20,0,0,0,0,0,0,0,0,0,79,0,2048,0,47,0,0,0,32,0,2127,0,0,0,0,0,0,0,3,1,0,33
Prairie,5/20/20,0,0,0,0,0,0,0,0,0,2,0,83,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
Pulaski,5/20/20,0,0,0,0,0,0,0,0,0,724,0,10049,0,587,0,28,0,109,0,10773,0,0,0,0,0,0,0,11,11,3,346
Randolph,5/20/20,0,0,0,0,0,0,0,0,0,24,0,779,0,21,0,0,0,3,0,803,0,0,0,0,0,0,0,1,0,0,14
Saline,5/20/20,0,0,0,0,0,0,0,0,0,82,0,2675,0,72,0,1,0,9,0,2757,0,0,0,0,0,0,0,0,0,0,70
Scott,5/20/20,0,0,0,0,0,0,0,0,0,1,0,23,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1
Searcy,5/20/20,0,0,0,0,0,0,0,0,0,6,0,301,0,6,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,8
Sebastian,5/20/20,0,0,0,0,0,0,0,0,0,18,0,860,0,15,0,0,0,3,0,878,0,0,0,0,0,0,0,1,0,0,23
Sevier,5/20/20,0,0,0,0,0,0,0,0,0,49,0,411,0,19,0,1,0,29,0,460,0,0,0,0,0,0,0,3,1,0,11
Sharp,5/20/20,0,0,0,0,0,0,0,0,0,40,0,228,0,8,0,2,0,30,0,268,0,0,0,0,0,0,0,2,1,0,4
St.Francis,5/20/20,0,0,0,0,0,0,0,0,0,365,0,1754,0,262,0,0,0,103,0,2119,0,0,0,0,0,0,0,3,11,0,18
Stone,5/20/20,0,0,0,0,0,0,0,0,0,8,0,196,0,8,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,2
Union,5/20/20,0,0,0,0,0,0,0,0,0,121,0,713,0,75,0,4,0,42,0,834,0,0,0,0,0,0,0,4,4,0,45
VanBuren,5/20/20,0,0,0,0,0,0,0,0,0,28,0,387,0,26,0,2,0,0,0,415,0,0,0,0,0,0,0,0,0,0,8
Washington,5/20/20,0,0,0,0,0,0,0,0,0,154,0,3496,0,102,0,5,0,47,0,3650,0,0,0,0,0,0,0,3,3,0,69
White,5/20/20,0,0,0,0,0,0,0,0,0,37,0,1452,0,33,0,1,0,3,0,1489,0,0,0,0,0,0,0,0,0,0,62
Woodruff,5/20/20,0,0,0,0,0,0,0,0,0,1,0,83,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4
Yell,5/20/20,0,0,0,0,0,0,0,0,0,38,0,278,0,6,0,1,0,31,0,316,0,0,0,0,0,0,0,8,0,0,10
Arkansas_all_counties,5/19/20,0,0,0,0,0,0,0,0,2990671,4923,0,88778,0,3739,0,102,0,1082,0,93701,0,0,0,0,0,0,0,110,94,2,6087
Arkansas_county,5/19/20,0,0,0,0,0,0,0,0,0,2,0,219,0,2,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,8
Ashley,5/19/20,0,0,0,0,0,0,0,0,0,19,0,485,0,17,0,0,0,2,0,504,0,0,0,0,0,0,0,1,0,0,8
Baxter,5/19/20,0,0,0,0,0,0,0,0,0,6,0,475,0,5,0,0,0,1,0,481,0,0,0,0,0,0,0,0,0,0,14
Benton,5/19/20,0,0,0,0,0,0,0,0,0,155,0,7081,0,118,0,0,0,37,0,7236,0,0,0,0,0,0,0,5,1,0,418
Boone,5/19/20,0,0,0,0,0,0,0,0,0,5,0,509,0,4,0,0,0,1,0,514,0,0,0,0,0,0,0,1,0,0,16
Bradley,5/19/20,0,0,0,0,0,0,0,0,0,14,0,342,0,10,0,1,0,3,0,356,0,0,0,0,0,0,0,-1,0,0,1
Calhoun,5/19/20,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1
Carroll,5/19/20,0,0,0,0,0,0,0,0,0,6,0,479,0,5,0,0,0,1,0,485,0,0,0,0,0,0,0,0,0,0,28
Chicot,5/19/20,0,0,0,0,0,0,0,0,0,11,0,183,0,9,0,0,0,2,0,194,0,0,0,0,0,0,0,0,0,0,7
Clark,5/19/20,0,0,0,0,0,0,0,0,0,35,0,647,0,34,0,0,0,1,0,682,0,0,0,0,0,0,0,2,0,0,11
Clay,5/19/20,0,0,0,0,0,0,0,0,0,4,0,414,0,3,0,0,0,1,0,418,0,0,0,0,0,0,0,0,0,0,9
Cleburne,5/19/20,0,0,0,0,0,0,0,0,0,72,0,527,0,68,0,4,0,0,0,599,0,0,0,0,0,0,0,0,0,0,8
Cleveland,5/19/20,0,0,0,0,0,0,0,0,0,17,0,260,0,13,0,0,0,4,0,277,0,0,0,0,0,0,0,1,0,0,5
Columbia,5/19/20,0,0,0,0,0,0,0,0,0,18,0,276,0,12,0,2,0,4,0,294,0,0,0,0,0,0,0,2,0,0,9
Conway,5/19/20,0,0,0,0,0,0,0,0,0,14,0,460,0,12,0,1,0,1,0,474,0,0,0,0,0,0,0,0,0,0,10
Craighead,5/19/20,0,0,0,0,0,0,0,0,0,147,0,2793,0,100,0,0,0,47,0,2940,0,0,0,0,0,0,0,6,10,0,137
Crawford,5/19/20,0,0,0,0,0,0,0,0,0,12,0,515,0,6,0,0,0,6,0,527,0,0,0,0,0,0,0,1,1,0,17
Crittenden,5/19/20,0,0,0,0,0,0,0,0,0,241,0,2097,0,200,0,7,0,34,0,2338,0,0,0,0,0,0,0,4,4,0,90
Cross,5/19/20,0,0,0,0,0,0,0,0,0,39,0,487,0,27,0,0,0,12,0,526,0,0,0,0,0,0,0,3,0,0,33
Dallas,5/19/20,0,0,0,0,0,0,0,0,0,1,0,121,0,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,6
Desha,5/19/20,0,0,0,0,0,0,0,0,0,18,0,378,0,17,0,0,0,1,0,396,0,0,0,0,0,0,0,0,0,0,0
Drew,5/19/20,0,0,0,0,0,0,0,0,0,19,0,487,0,16,0,1,0,2,0,506,0,0,0,0,0,0,0,0,0,0,5
Faulkner,5/19/20,0,0,0,0,0,0,0,0,0,95,0,2453,0,80,0,3,0,12,0,2548,0,0,0,0,0,0,0,1,0,0,48
Franklin,5/19/20,0,0,0,0,0,0,0,0,0,2,0,190,0,2,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,8
Fulton,5/19/20,0,0,0,0,0,0,0,0,0,4,0,186,0,3,0,0,0,1,0,190,0,0,0,0,0,0,0,0,0,0,2
Garland,5/19/20,0,0,0,0,0,0,0,0,0,130,0,3362,0,118,0,1,0,11,0,3492,0,0,0,0,0,0,0,0,1,0,69
Grant,5/19/20,0,0,0,0,0,0,0,0,0,16,0,394,0,15,0,0,0,1,0,410,0,0,0,0,0,0,0,0,0,0,8
Greene,5/19/20,0,0,0,0,0,0,0,0,0,25,0,1283,0,23,0,0,0,2,0,1308,0,0,0,0,0,0,0,1,1,0,44
Hempstead,5/19/20,0,0,0,0,0,0,0,0,0,9,0,182,0,6,0,1,0,2,0,191,0,0,0,0,0,0,0,0,0,0,17
HotSpring,5/19/20,0,0,0,0,0,0,0,0,0,29,0,682,0,25,0,0,0,4,0,711,0,0,0,0,0,0,0,0,3,0,18
Howard,5/19/20,0,0,0,0,0,0,0,0,0,14,0,233,0,14,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,8
Independence,5/19/20,0,0,0,0,0,0,0,0,0,26,0,594,0,18,0,0,0,8,0,620,0,0,0,0,0,0,0,0,1,0,53
Izard,5/19/20,0,0,0,0,0,0,0,0,0,14,0,161,0,10,0,0,0,4,0,175,0,0,0,0,0,0,0,1,0,0,8
Jackson,5/19/20,0,0,0,0,0,0,0,0,0,1,0,186,0,1,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,3
Jefferson,5/19/20,0,0,0,0,0,0,0,0,0,497,0,2145,0,196,0,20,0,281,0,2642,0,0,0,0,0,0,0,6,1,1,55
Johnson,5/19/20,0,0,0,0,0,0,0,0,0,35,0,287,0,33,0,0,0,2,0,322,0,0,0,0,0,0,0,0,0,0,10
Lafayette,5/19/20,0,0,0,0,0,0,0,0,0,9,0,36,0,8,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1
Lawrence,5/19/20,0,0,0,0,0,0,0,0,0,77,0,537,0,56,0,4,0,17,0,614,0,0,0,0,0,0,0,4,1,0,27
Lee,5/19/20,0,0,0,0,0,0,0,0,0,12,0,174,0,4,0,1,0,7,0,186,0,0,0,0,0,0,0,0,1,0,14
Lincoln,5/19/20,0,0,0,0,0,0,0,0,0,965,0,898,0,886,0,8,0,71,0,1863,0,0,0,0,0,0,0,0,11,0,6
LittleRiver,5/19/20,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,0,1,0,138,0,0,0,0,0,0,0,0,0,0,9
Logan,5/19/20,0,0,0,0,0,0,0,0,0,4,0,218,0,4,0,0,0,0,0,222,0,0,0,0,0,0,0,0,1,0,9
Lonoke,5/19/20,0,0,0,0,0,0,0,0,0,46,0,1388,0,43,0,0,0,3,0,1434,0,0,0,0,0,0,0,1,1,0,43
Madison,5/19/20,0,0,0,0,0,0,0,0,0,2,0,228,0,1,0,0,0,1,0,230,0,0,0,0,0,0,0,1,0,0,14
Marion,5/19/20,0,0,0,0,0,0,0,0,0,1,0,128,0,1,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,4
Miller,5/19/20,0,0,0,0,0,0,0,0,0,42,0,519,0,37,0,1,0,4,0,561,0,0,0,0,0,0,0,0,1,0,29
MissingCountyInfo,5/19/20,0,0,0,0,0,0,0,0,0,130,0,24168,0,105,0,0,0,25,0,24298,0,0,0,0,0,0,0,0,2,0,3538
Mississippi,5/19/20,0,0,0,0,0,0,0,0,0,65,0,775,0,47,0,1,0,17,0,840,0,0,0,0,0,0,0,3,17,1,41
Monroe,5/19/20,0,0,0,0,0,0,0,0,0,5,0,128,0,4,0,0,0,1,0,133,0,0,0,0,0,0,0,0,0,0,3
Montgomery,5/19/20,0,0,0,0,0,0,0,0,0,1,0,127,0,1,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,5
Nevada,5/19/20,0,0,0,0,0,0,0,0,0,4,0,104,0,3,0,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,5
Newton,5/19/20,0,0,0,0,0,0,0,0,0,3,0,106,0,3,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,3
Ouachita,5/19/20,0,0,0,0,0,0,0,0,0,10,0,648,0,8,0,0,0,2,0,658,0,0,0,0,0,0,0,0,1,0,30
Perry,5/19/20,0,0,0,0,0,0,0,0,0,12,0,216,0,11,0,0,0,1,0,228,0,0,0,0,0,0,0,0,3,0,4
Phillips,5/19/20,0,0,0,0,0,0,0,0,0,5,0,302,0,3,0,1,0,1,0,307,0,0,0,0,0,0,0,0,0,0,17
Pike,5/19/20,0,0,0,0,0,0,0,0,0,3,0,448,0,3,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,8
Poinsett,5/19/20,0,0,0,0,0,0,0,0,0,28,0,382,0,22,0,2,0,4,0,410,0,0,0,0,0,0,0,1,0,0,12
Polk,5/19/20,0,0,0,0,0,0,0,0,0,8,0,363,0,7,0,0,0,1,0,371,0,0,0,0,0,0,0,0,0,0,5
Pope,5/19/20,0,0,0,0,0,0,0,0,0,76,0,2018,0,46,0,0,0,30,0,2094,0,0,0,0,0,0,0,0,1,0,21
Prairie,5/19/20,0,0,0,0,0,0,0,0,0,2,0,83,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
Pulaski,5/19/20,0,0,0,0,0,0,0,0,0,713,0,9714,0,576,0,25,0,112,0,10427,0,0,0,0,0,0,0,20,16,0,401
Randolph,5/19/20,0,0,0,0,0,0,0,0,0,23,0,766,0,21,0,0,0,2,0,789,0,0,0,0,0,0,0,1,0,0,21
Saline,5/19/20,0,0,0,0,0,0,0,0,0,82,0,2605,0,72,0,1,0,9,0,2687,0,0,0,0,0,0,0,0,0,0,82
Scott,5/19/20,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Searcy,5/19/20,0,0,0,0,0,0,0,0,0,6,0,293,0,6,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,13
Sebastian,5/19/20,0,0,0,0,0,0,0,0,0,17,0,838,0,15,0,0,0,2,0,855,0,0,0,0,0,0,0,1,0,0,31
Sevier,5/19/20,0,0,0,0,0,0,0,0,0,46,0,403,0,18,0,1,0,27,0,449,0,0,0,0,0,0,0,14,2,0,38
Sharp,5/19/20,0,0,0,0,0,0,0,0,0,38,0,226,0,7,0,2,0,29,0,264,0,0,0,0,0,0,0,1,1,0,7
St.Francis,5/19/20,0,0,0,0,0,0,0,0,0,362,0,1739,0,251,0,0,0,111,0,2101,0,0,0,0,0,0,0,13,9,0,197
Stone,5/19/20,0,0,0,0,0,0,0,0,0,8,0,194,0,8,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,16
Union,5/19/20,0,0,0,0,0,0,0,0,0,117,0,672,0,71,0,4,0,42,0,789,0,0,0,0,0,0,0,10,2,0,101
VanBuren,5/19/20,0,0,0,0,0,0,0,0,0,28,0,379,0,26,0,2,0,0,0,407,0,0,0,0,0,0,0,0,0,0,3
Washington,5/19/20,0,0,0,0,0,0,0,0,0,151,0,3430,0,99,0,5,0,47,0,3581,0,0,0,0,0,0,0,6,2,0,116
White,5/19/20,0,0,0,0,0,0,0,0,0,37,0,1390,0,33,0,1,0,3,0,1427,0,0,0,0,0,0,0,0,0,0,27
Woodruff,5/19/20,0,0,0,0,0,0,0,0,0,1,0,79,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2
Yell,5/19/20,0,0,0,0,0,0,0,0,0,30,0,276,0,6,0,1,0,23,0,306,0,0,0,0,0,0,0,2,0,0,103
Arkansas_all_counties,5/18/20,0,0,0,0,0,0,0,0,2990671,4813,0,82801,0,3645,0,100,0,1068,0,87614,0,0,0,0,0,0,0,54,55,2,2429
Arkansas_county,5/18/20,0,0,0,0,0,0,0,0,0,2,0,211,0,2,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,7
Ashley,5/18/20,0,0,0,0,0,0,0,0,0,18,0,478,0,17,0,0,0,1,0,496,0,0,0,0,0,0,0,0,0,0,11
Baxter,5/18/20,0,0,0,0,0,0,0,0,0,6,0,461,0,5,0,0,0,1,0,467,0,0,0,0,0,0,0,0,0,0,15
Benton,5/18/20,0,0,0,0,0,0,0,0,0,150,0,6668,0,117,0,0,0,33,0,6818,0,0,0,0,0,0,0,1,1,0,190
Boone,5/18/20,0,0,0,0,0,0,0,0,0,4,0,494,0,4,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,3
Bradley,5/18/20,0,0,0,0,0,0,0,0,0,15,0,340,0,10,0,1,0,4,0,355,0,0,0,0,0,0,0,0,0,0,2
Calhoun,5/18/20,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3
Carroll,5/18/20,0,0,0,0,0,0,0,0,0,6,0,451,0,5,0,0,0,1,0,457,0,0,0,0,0,0,0,1,0,0,23
Chicot,5/18/20,0,0,0,0,0,0,0,0,0,11,0,176,0,9,0,0,0,2,0,187,0,0,0,0,0,0,0,1,0,0,4
Clark,5/18/20,0,0,0,0,0,0,0,0,0,33,0,638,0,34,0,0,0,-1,0,671,0,0,0,0,0,0,0,-2,1,0,6
Clay,5/18/20,0,0,0,0,0,0,0,0,0,4,0,405,0,3,0,0,0,1,0,409,0,0,0,0,0,0,0,1,0,0,11
Cleburne,5/18/20,0,0,0,0,0,0,0,0,0,72,0,519,0,68,0,4,0,0,0,591,0,0,0,0,0,0,0,0,0,0,18
Cleveland,5/18/20,0,0,0,0,0,0,0,0,0,16,0,256,0,13,0,0,0,3,0,272,0,0,0,0,0,0,0,0,1,0,1
Columbia,5/18/20,0,0,0,0,0,0,0,0,0,16,0,269,0,12,0,2,0,2,0,285,0,0,0,0,0,0,0,1,1,0,6
Conway,5/18/20,0,0,0,0,0,0,0,0,0,14,0,450,0,12,0,1,0,1,0,464,0,0,0,0,0,0,0,0,0,0,4
Craighead,5/18/20,0,0,0,0,0,0,0,0,0,141,0,2662,0,90,0,0,0,51,0,2803,0,0,0,0,0,0,0,1,4,0,206
Crawford,5/18/20,0,0,0,0,0,0,0,0,0,11,0,499,0,5,0,0,0,6,0,510,0,0,0,0,0,0,0,0,0,0,9
Crittenden,5/18/20,0,0,0,0,0,0,0,0,0,237,0,2011,0,196,0,7,0,34,0,2248,0,0,0,0,0,0,0,3,1,0,43
Cross,5/18/20,0,0,0,0,0,0,0,0,0,36,0,457,0,27,0,0,0,9,0,493,0,0,0,0,0,0,0,1,2,0,23
Dallas,5/18/20,0,0,0,0,0,0,0,0,0,1,0,115,0,1,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,5
Desha,5/18/20,0,0,0,0,0,0,0,0,0,18,0,378,0,17,0,0,0,1,0,396,0,0,0,0,0,0,0,0,0,0,3
Drew,5/18/20,0,0,0,0,0,0,0,0,0,19,0,482,0,16,0,1,0,2,0,501,0,0,0,0,0,0,0,0,0,0,4
Faulkner,5/18/20,0,0,0,0,0,0,0,0,0,94,0,2406,0,80,0,3,0,11,0,2500,0,0,0,0,0,0,0,1,1,0,60
Franklin,5/18/20,0,0,0,0,0,0,0,0,0,2,0,182,0,2,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,4
Fulton,5/18/20,0,0,0,0,0,0,0,0,0,4,0,184,0,3,0,0,0,1,0,188,0,0,0,0,0,0,0,0,0,0,2
Garland,5/18/20,0,0,0,0,0,0,0,0,0,130,0,3293,0,117,0,1,0,12,0,3423,0,0,0,0,0,0,0,1,0,0,71
Grant,5/18/20,0,0,0,0,0,0,0,0,0,16,0,386,0,15,0,0,0,1,0,402,0,0,0,0,0,0,0,0,0,0,13
Greene,5/18/20,0,0,0,0,0,0,0,0,0,24,0,1240,0,22,0,0,0,2,0,1264,0,0,0,0,0,0,0,0,2,0,50
Hempstead,5/18/20,0,0,0,0,0,0,0,0,0,9,0,165,0,6,0,1,0,2,0,174,0,0,0,0,0,0,0,0,0,0,6
HotSpring,5/18/20,0,0,0,0,0,0,0,0,0,29,0,664,0,22,0,0,0,7,0,693,0,0,0,0,0,0,0,0,0,0,22
Howard,5/18/20,0,0,0,0,0,0,0,0,0,14,0,225,0,14,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,3
Independence,5/18/20,0,0,0,0,0,0,0,0,0,26,0,541,0,17,0,0,0,9,0,567,0,0,0,0,0,0,0,1,0,0,28
Izard,5/18/20,0,0,0,0,0,0,0,0,0,13,0,154,0,10,0,0,0,3,0,167,0,0,0,0,0,0,0,0,0,0,4
Jackson,5/18/20,0,0,0,0,0,0,0,0,0,1,0,183,0,1,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,8
Jefferson,5/18/20,0,0,0,0,0,0,0,0,0,491,0,2096,0,195,0,19,0,277,0,2587,0,0,0,0,0,0,0,0,5,0,33
Johnson,5/18/20,0,0,0,0,0,0,0,0,0,35,0,277,0,33,0,0,0,2,0,312,0,0,0,0,0,0,0,0,0,0,0
Lafayette,5/18/20,0,0,0,0,0,0,0,0,0,9,0,35,0,8,0,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1
Lawrence,5/18/20,0,0,0,0,0,0,0,0,0,73,0,514,0,55,0,4,0,14,0,587,0,0,0,0,0,0,0,0,0,0,30
Lee,5/18/20,0,0,0,0,0,0,0,0,0,12,0,160,0,3,0,1,0,8,0,172,0,0,0,0,0,0,0,1,0,0,6
Lincoln,5/18/20,0,0,0,0,0,0,0,0,0,965,0,892,0,875,0,8,0,82,0,1857,0,0,0,0,0,0,0,10,8,0,17
LittleRiver,5/18/20,0,0,0,0,0,0,0,0,0,1,0,128,0,0,0,0,0,1,0,129,0,0,0,0,0,0,0,0,0,0,4
Logan,5/18/20,0,0,0,0,0,0,0,0,0,4,0,209,0,3,0,0,0,1,0,213,0,0,0,0,0,0,0,0,0,0,3
Lonoke,5/18/20,0,0,0,0,0,0,0,0,0,45,0,1346,0,42,0,0,0,3,0,1391,0,0,0,0,0,0,0,0,0,0,43
Madison,5/18/20,0,0,0,0,0,0,0,0,0,1,0,215,0,1,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,5
Marion,5/18/20,0,0,0,0,0,0,0,0,0,1,0,124,0,1,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,5
Miller,5/18/20,0,0,0,0,0,0,0,0,0,42,0,490,0,37,0,1,0,4,0,532,0,0,0,0,0,0,0,0,1,0,22
MissingCountyInfo,5/18/20,0,0,0,0,0,0,0,0,0,130,0,20630,0,103,0,0,0,27,0,20760,0,0,0,0,0,0,0,-2,-3,0,521
Mississippi,5/18/20,0,0,0,0,0,0,0,0,0,62,0,737,0,30,0,0,0,32,0,799,0,0,0,0,0,0,0,1,1,0,38
Monroe,5/18/20,0,0,0,0,0,0,0,0,0,5,0,125,0,4,0,0,0,1,0,130,0,0,0,0,0,0,0,0,0,0,1
Montgomery,5/18/20,0,0,0,0,0,0,0,0,0,1,0,122,0,1,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,7
Nevada,5/18/20,0,0,0,0,0,0,0,0,0,4,0,99,0,3,0,0,0,1,0,103,0,0,0,0,0,0,0,0,0,0,3
Newton,5/18/20,0,0,0,0,0,0,0,0,0,3,0,103,0,3,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
Ouachita,5/18/20,0,0,0,0,0,0,0,0,0,10,0,618,0,7,0,0,0,3,0,628,0,0,0,0,0,0,0,0,1,0,40
Perry,5/18/20,0,0,0,0,0,0,0,0,0,12,0,212,0,8,0,0,0,4,0,224,0,0,0,0,0,0,0,0,0,0,11
Phillips,5/18/20,0,0,0,0,0,0,0,0,0,5,0,285,0,3,0,1,0,1,0,290,0,0,0,0,0,0,0,0,0,0,8
Pike,5/18/20,0,0,0,0,0,0,0,0,0,3,0,440,0,3,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,8
Poinsett,5/18/20,0,0,0,0,0,0,0,0,0,27,0,371,0,22,0,2,0,3,0,398,0,0,0,0,0,0,0,1,0,0,15
Polk,5/18/20,0,0,0,0,0,0,0,0,0,8,0,358,0,7,0,0,0,1,0,366,0,0,0,0,0,0,0,0,0,0,5
Pope,5/18/20,0,0,0,0,0,0,0,0,0,76,0,1997,0,45,0,0,0,31,0,2073,0,0,0,0,0,0,0,3,0,0,19
Prairie,5/18/20,0,0,0,0,0,0,0,0,0,2,0,83,0,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,1
Pulaski,5/18/20,0,0,0,0,0,0,0,0,0,693,0,9333,0,560,0,25,0,108,0,10026,0,0,0,0,0,0,0,7,0,2,259
Randolph,5/18/20,0,0,0,0,0,0,0,0,0,22,0,746,0,21,0,0,0,1,0,768,0,0,0,0,0,0,0,0,0,0,12
Saline,5/18/20,0,0,0,0,0,0,0,0,0,82,0,2523,0,72,0,1,0,9,0,2605,0,0,0,0,0,0,0,0,0,0,82
Scott,5/18/20,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Searcy,5/18/20,0,0,0,0,0,0,0,0,0,6,0,280,0,6,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,12
Sebastian,5/18/20,0,0,0,0,0,0,0,0,0,16,0,808,0,15,0,0,0,1,0,824,0,0,0,0,0,0,0,0,0,0,17
Sevier,5/18/20,0,0,0,0,0,0,0,0,0,32,0,379,0,16,0,1,0,15,0,411,0,0,0,0,0,0,0,4,1,0,17
Sharp,5/18/20,0,0,0,0,0,0,0,0,0,37,0,220,0,6,0,2,0,29,0,257,0,0,0,0,0,0,0,0,0,0,6
